geocode,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
36_061_006300,2021,4656.0,4059.0,3987.0,1.6,0.0,23.0,421.0,4799.0,257255.0,172687.0,3924.0,45.0,8.0,512.0,97.0,12.0,5799.0,867.0,460.0,5799.0,5799.0,3327.0
36_061_003002,2021,2499.0,1404.0,1843.0,3.9,0.0,27.0,761.0,1484.0,104553.0,68382.0,1771.0,62.0,0.0,657.0,262.0,8.0,3062.0,868.0,360.0,3062.0,3062.0,1724.0
36_061_002500,2021,3548.0,545.0,1426.0,13.4,0.0,0.0,1425.0,177.0,37623.0,21949.0,1235.0,0.0,234.0,1639.0,2423.0,39.0,5162.0,1539.0,367.0,5162.0,5162.0,1980.0
36_061_000800,2021,7512.0,2209.0,4246.0,12.4,0.0,100.0,283.0,1043.0,58964.0,28607.0,3719.0,0.0,23.0,7336.0,92.0,0.0,8713.0,5664.0,2341.0,8713.0,8713.0,4293.0
36_061_031703,2021,4480.0,3589.0,3804.0,3.4,0.0,129.0,278.0,4607.0,462043.0,250001.0,3674.0,34.0,0.0,1428.0,239.0,0.0,6450.0,1222.0,497.0,6450.0,6450.0,2635.0
36_061_000100,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_061_000201,2021,1359.0,250.0,915.0,10.8,0.0,0.0,1747.0,238.0,58637.0,45582.0,816.0,0.0,0.0,487.0,509.0,0.0,2666.0,455.0,103.0,2666.0,2666.0,878.0
36_061_000202,2021,5665.0,2079.0,3345.0,10.2,0.0,40.0,2632.0,1601.0,67095.0,34710.0,3005.0,0.0,110.0,1556.0,1597.0,0.0,7001.0,2006.0,728.0,7001.0,7001.0,3293.0
36_061_000500,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_061_000600,2021,9023.0,1827.0,4077.0,12.3,0.0,44.0,3301.0,859.0,47646.0,25655.0,3574.0,0.0,56.0,5567.0,1591.0,32.0,10751.0,5292.0,1542.0,10751.0,10751.0,5191.0
36_061_000700,2021,6803.0,6077.0,7389.0,3.9,0.0,96.0,668.0,6020.0,220907.0,184730.0,7104.0,0.0,58.0,1343.0,669.0,74.0,8674.0,1775.0,1087.0,8674.0,8674.0,4873.0
36_061_000900,2021,1506.0,1330.0,1400.0,1.1,0.0,20.0,200.0,1090.0,324300.0,222167.0,1385.0,3.0,6.0,379.0,162.0,9.0,1824.0,328.0,144.0,1824.0,1824.0,864.0
36_061_001200,2021,3269.0,1912.0,1967.0,6.4,0.0,0.0,819.0,2228.0,142493.0,91154.0,1841.0,0.0,62.0,928.0,120.0,38.0,4157.0,1123.0,416.0,4157.0,4157.0,1954.0
36_061_001300,2021,3874.0,3373.0,3696.0,3.7,0.0,24.0,267.0,3014.0,227215.0,199576.0,3561.0,13.0,0.0,1148.0,343.0,0.0,4861.0,1450.0,1003.0,4861.0,4861.0,2707.0
36_061_001401,2021,2597.0,1730.0,1585.0,5.4,0.0,0.0,314.0,2224.0,145702.0,89873.0,1499.0,0.0,61.0,368.0,259.0,35.0,3165.0,454.0,89.0,3165.0,3165.0,1648.0
36_047_005303,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_047_000100,2021,3966.0,3197.0,2913.0,4.2,0.0,0.0,426.0,3231.0,334605.0,165188.0,2791.0,0.0,0.0,471.0,925.0,0.0,4974.0,820.0,281.0,4974.0,4974.0,2579.0
36_047_000301,2021,3116.0,2605.0,2295.0,2.4,0.0,163.0,264.0,3518.0,271661.0,193158.0,2239.0,0.0,18.0,128.0,48.0,43.0,4057.0,494.0,167.0,4057.0,4057.0,1886.0
36_061_031704,2021,8510.0,7489.0,7612.0,1.0,0.0,354.0,1090.0,6363.0,324142.0,233346.0,7538.0,0.0,101.0,3066.0,230.0,0.0,10540.0,2792.0,939.0,10540.0,10540.0,4970.0
36_061_002902,2021,3427.0,1545.0,1584.0,8.8,0.0,10.0,63.0,355.0,56479.0,,1445.0,0.0,146.0,3249.0,175.0,0.0,3885.0,1900.0,599.0,3885.0,3885.0,1844.0
36_061_002901,2021,1032.0,50.0,17.0,88.2,0.0,0.0,345.0,374.0,13875.0,11406.0,2.0,0.0,0.0,108.0,317.0,0.0,1113.0,256.0,115.0,1113.0,1113.0,87.0
06_013_354001,2020,1567.0,1327.0,1059.0,2.2,0.0,0.0,124.0,1721.0,240634.0,216518.0,1036.0,0.0,0.0,527.0,0.0,36.0,2396.0,618.0,188.0,2396.0,2396.0,849.0
06_001_401400,2020,3835.0,1709.0,3610.0,10.4,0.0,68.0,1175.0,1380.0,133990.0,95011.0,3235.0,30.0,150.0,923.0,1951.0,0.0,5392.0,910.0,428.0,5392.0,5392.0,1741.0
06_001_400500,2020,3013.0,2068.0,2423.0,8.0,0.0,19.0,612.0,1638.0,131858.0,95078.0,2228.0,0.0,97.0,641.0,1098.0,124.0,3949.0,765.0,294.0,3949.0,3949.0,1679.0
06_001_404501,2020,1327.0,1098.0,962.0,1.0,0.0,5.0,116.0,1197.0,338034.0,232112.0,952.0,6.0,40.0,285.0,165.0,26.0,1820.0,204.0,28.0,1820.0,1820.0,685.0
06_001_403900,2020,3332.0,2499.0,2454.0,4.2,0.0,55.0,433.0,2436.0,148862.0,126075.0,2352.0,0.0,29.0,745.0,380.0,0.0,3883.0,724.0,323.0,3883.0,3883.0,2157.0
06_001_404000,2020,2597.0,1938.0,2227.0,3.7,0.0,38.0,615.0,1597.0,127356.0,98214.0,2145.0,0.0,23.0,562.0,582.0,5.0,3145.0,509.0,200.0,3145.0,3145.0,1814.0
06_001_400600,2020,1566.0,1017.0,1375.0,3.3,0.0,21.0,134.0,905.0,182735.0,155893.0,1330.0,22.0,48.0,365.0,629.0,14.0,2058.0,245.0,66.0,2058.0,2058.0,768.0
06_001_400100,2020,2522.0,2121.0,1728.0,5.0,0.0,49.0,167.0,2255.0,275657.0,234236.0,1641.0,9.0,39.0,595.0,201.0,0.0,3269.0,758.0,265.0,3269.0,3269.0,1377.0
06_001_426100,2020,4428.0,3807.0,3041.0,3.7,0.0,33.0,152.0,4288.0,445504.0,250001.0,2928.0,0.0,5.0,1855.0,0.0,0.0,6300.0,913.0,217.0,6300.0,6300.0,2137.0
06_001_422000,2020,2022.0,1356.0,1745.0,2.2,0.0,6.0,164.0,1214.0,169315.0,140331.0,1706.0,0.0,71.0,692.0,281.0,21.0,2453.0,539.0,332.0,2453.0,2453.0,1185.0
06_001_400900,2020,2109.0,1039.0,2065.0,4.0,0.0,39.0,533.0,1052.0,170328.0,114583.0,1982.0,0.0,46.0,310.0,836.0,65.0,2844.0,492.0,268.0,2844.0,2844.0,1113.0
06_001_400700,2020,3692.0,2486.0,3270.0,3.9,0.0,76.0,470.0,2293.0,138599.0,110556.0,3142.0,11.0,190.0,672.0,1249.0,42.0,4758.0,606.0,250.0,4758.0,4758.0,2012.0
06_001_400800,2020,3486.0,2273.0,2908.0,3.1,14.0,0.0,387.0,2228.0,162741.0,97132.0,2817.0,0.0,76.0,821.0,814.0,80.0,4335.0,847.0,326.0,4335.0,4335.0,1885.0
06_001_400200,2020,1740.0,1503.0,1197.0,6.1,0.0,17.0,159.0,1500.0,271581.0,225500.0,1124.0,0.0,24.0,359.0,110.0,0.0,2147.0,309.0,118.0,2147.0,2147.0,876.0
06_001_400300,2020,4514.0,3612.0,3608.0,7.2,0.0,30.0,568.0,3290.0,206474.0,164000.0,3350.0,10.0,59.0,997.0,596.0,42.0,5619.0,875.0,263.0,5619.0,5619.0,2638.0
06_001_423902,2020,1109.0,923.0,975.0,4.2,0.0,5.0,107.0,1041.0,195006.0,171583.0,934.0,6.0,4.0,267.0,99.0,0.0,1512.0,212.0,127.0,1512.0,1512.0,659.0
06_001_404200,2020,2651.0,2264.0,2001.0,6.5,11.0,68.0,286.0,2606.0,335006.0,247619.0,1871.0,13.0,49.0,699.0,239.0,23.0,3894.0,375.0,129.0,3894.0,3894.0,1460.0
06_001_421600,2020,2934.0,2643.0,1903.0,4.6,9.0,23.0,150.0,2746.0,227139.0,218390.0,1815.0,0.0,38.0,796.0,137.0,0.0,3854.0,754.0,172.0,3854.0,3854.0,1493.0
06_001_400400,2020,3255.0,2470.0,2543.0,0.2,19.0,93.0,306.0,2740.0,252732.0,158836.0,2538.0,11.0,59.0,591.0,571.0,0.0,4278.0,421.0,157.0,4278.0,4278.0,1760.0
06_001_401000,2020,4945.0,2837.0,4265.0,5.8,0.0,124.0,1389.0,2095.0,172911.0,153654.0,4017.0,12.0,143.0,629.0,1915.0,42.0,6277.0,913.0,459.0,6277.0,6277.0,2302.0
06_001_404400,2020,4360.0,3539.0,3123.0,2.1,0.0,91.0,182.0,3417.0,249348.0,184737.0,3058.0,0.0,298.0,1619.0,562.0,100.0,5823.0,1264.0,594.0,5823.0,5823.0,2450.0
06_001_401200,2020,2523.0,1891.0,2145.0,3.5,0.0,57.0,387.0,1718.0,175967.0,115045.0,2070.0,8.0,9.0,656.0,301.0,5.0,2994.0,447.0,175.0,2994.0,2994.0,1429.0
06_001_401300,2020,3963.0,2216.0,3229.0,3.8,0.0,54.0,393.0,1657.0,123724.0,104226.0,3105.0,54.0,54.0,991.0,1492.0,0.0,4608.0,1126.0,619.0,4608.0,4608.0,2401.0
06_001_401100,2020,4315.0,2913.0,3871.0,7.8,0.0,40.0,658.0,2325.0,138611.0,93121.0,3568.0,24.0,105.0,1300.0,1316.0,11.0,5537.0,1317.0,794.0,5537.0,5537.0,2649.0
06_013_353001,2020,3055.0,2494.0,2201.0,1.9,0.0,65.0,189.0,2644.0,316160.0,250001.0,2159.0,9.0,66.0,1560.0,0.0,14.0,4420.0,989.0,253.0,4420.0,4420.0,1506.0
06_001_423901,2020,1689.0,1108.0,1457.0,5.8,8.0,13.0,444.0,1168.0,143530.0,105625.0,1372.0,14.0,228.0,268.0,363.0,0.0,2258.0,488.0,257.0,2258.0,2258.0,859.0
06_001_423700,2020,1951.0,1571.0,1774.0,5.4,0.0,40.0,603.0,2179.0,228525.0,108750.0,1678.0,0.0,15.0,788.0,114.0,3.0,3606.0,616.0,316.0,3606.0,3606.0,1205.0
06_001_423800,2020,2775.0,2490.0,1704.0,3.9,0.0,11.0,189.0,2485.0,280335.0,191838.0,1638.0,15.0,29.0,582.0,62.0,25.0,3425.0,567.0,301.0,3425.0,3425.0,1421.0
06_001_424001,2020,2535.0,1475.0,2204.0,10.8,0.0,19.0,593.0,1683.0,124918.0,87500.0,1967.0,0.0,100.0,600.0,721.0,0.0,3631.0,727.0,411.0,3631.0,3631.0,1398.0
06_001_424002,2020,1917.0,1022.0,1575.0,9.0,0.0,43.0,453.0,1004.0,127544.0,103393.0,1433.0,0.0,51.0,352.0,869.0,8.0,2663.0,415.0,151.0,2663.0,2663.0,1037.0
06_001_426200,2020,3263.0,2718.0,2403.0,6.5,0.0,85.0,281.0,3310.0,351249.0,250001.0,2246.0,0.0,15.0,1096.0,117.0,11.0,4861.0,459.0,81.0,4861.0,4861.0,1652.0
06_001_425104,2020,3211.0,2374.0,2581.0,3.8,11.0,27.0,388.0,1668.0,143843.0,119083.0,2482.0,0.0,89.0,1179.0,844.0,79.0,4014.0,980.0,455.0,4014.0,4014.0,1978.0
06_001_404102,2020,2326.0,1663.0,1511.0,2.8,0.0,61.0,293.0,1430.0,124392.0,98472.0,1468.0,0.0,138.0,492.0,490.0,0.0,2701.0,361.0,108.0,2701.0,2701.0,1628.0
06_001_425103,2020,2664.0,1904.0,2401.0,9.6,13.0,14.0,215.0,971.0,154819.0,119301.0,2170.0,0.0,29.0,1039.0,874.0,0.0,3103.0,879.0,483.0,3103.0,3103.0,1721.0
06_001_404101,2020,2815.0,2221.0,2255.0,2.0,0.0,25.0,141.0,2365.0,157971.0,128711.0,2210.0,0.0,42.0,365.0,372.0,0.0,3208.0,300.0,130.0,3208.0,3208.0,1767.0
06_001_404300,2020,2635.0,2296.0,1967.0,4.2,0.0,16.0,214.0,2696.0,310620.0,227237.0,1885.0,0.0,28.0,602.0,56.0,0.0,3587.0,442.0,41.0,3587.0,3587.0,1424.0
06_001_403501,2020,4386.0,2930.0,3314.0,5.5,0.0,77.0,387.0,1874.0,127115.0,104167.0,3131.0,0.0,204.0,1769.0,915.0,26.0,4904.0,1856.0,747.0,4904.0,4904.0,2714.0
06_013_354001,2012,1345.0,1132.49,1016.0,6.6,0.0,21.0,41.0,1592.0,215293.0,168681.0,949.0,0.0,15.0,224.0,32.0,44.0,1904.0,225.0,48.0,1904.0,1904.0,727.0
06_013_353001,2012,2531.0,2009.614,1790.0,8.5,0.0,29.0,44.0,2849.0,222177.0,171705.0,1638.0,0.0,43.0,525.0,277.0,0.0,3726.0,506.0,111.0,3726.0,3726.0,1333.0
06_001_423800,2012,2487.0,2036.853,1512.0,4.5,0.0,37.0,262.0,2238.0,255641.0,154934.0,1444.0,10.0,18.0,494.0,31.0,60.0,3050.0,571.0,200.0,3050.0,3050.0,1295.0
06_001_421600,2012,2831.0,2522.421,2003.0,6.8,0.0,18.0,148.0,2760.0,171353.0,125250.0,1866.0,20.0,7.0,522.0,107.0,0.0,3502.0,615.0,261.0,3502.0,3502.0,1573.0
06_001_404300,2012,2569.0,2098.873,1873.0,6.5,0.0,53.0,229.0,2288.0,235045.0,176406.0,1751.0,6.0,30.0,593.0,213.0,18.0,3348.0,429.0,168.0,3348.0,3348.0,1302.0
06_001_425103,2012,2312.0,1562.9119999999998,2033.0,5.7,17.0,42.0,364.0,1321.0,106694.0,89347.0,1917.0,0.0,239.0,753.0,457.0,0.0,2894.0,558.0,186.0,2894.0,2894.0,1301.0
06_001_404102,2012,2175.0,1400.7,1476.0,7.4,21.0,27.0,179.0,1459.0,84197.0,57482.0,1367.0,21.0,47.0,641.0,285.0,0.0,2511.0,483.0,220.0,2511.0,2511.0,1539.0
06_001_404501,2012,1272.0,1091.376,919.0,7.3,0.0,20.0,84.0,1276.0,262437.0,172500.0,852.0,0.0,0.0,308.0,97.0,0.0,1754.0,241.0,35.0,1754.0,1754.0,684.0
06_001_424001,2012,2736.0,1157.328,2354.0,9.1,0.0,36.0,763.0,1345.0,56498.0,42292.0,2140.0,7.0,129.0,431.0,1538.0,11.0,3999.0,662.0,463.0,3999.0,3999.0,1545.0
06_001_403501,2012,3774.0,1668.108,2641.0,4.2,0.0,56.0,443.0,1430.0,58249.0,37454.0,2530.0,0.0,130.0,1216.0,1561.0,0.0,4495.0,1425.0,602.0,4495.0,4495.0,2491.0
06_001_403600,2012,3695.0,2120.93,3081.0,6.5,7.0,67.0,513.0,1474.0,76879.0,62617.0,2880.0,0.0,121.0,1233.0,1269.0,4.0,4398.0,1328.0,655.0,4398.0,4398.0,2469.0
06_001_400500,2012,2845.0,1837.8699999999997,2432.0,8.4,0.0,34.0,520.0,1842.0,82269.0,73837.0,2227.0,0.0,97.0,171.0,1010.0,19.0,3516.0,481.0,311.0,3516.0,3516.0,1590.0
06_001_423700,2012,1900.0,1533.3000000000002,1798.0,8.2,16.0,21.0,260.0,2672.0,112499.0,54750.0,1651.0,0.0,49.0,915.0,99.0,0.0,3981.0,663.0,322.0,3981.0,3981.0,1340.0
06_001_425104,2012,2586.0,1419.7139999999997,2160.0,12.5,8.0,35.0,470.0,1272.0,76368.0,55379.0,1891.0,9.0,118.0,729.0,995.0,0.0,3330.0,808.0,277.0,3330.0,3330.0,1876.0
06_001_401300,2012,3238.0,1016.732,2346.0,13.7,0.0,0.0,682.0,941.0,55809.0,36782.0,2024.0,8.0,132.0,803.0,1365.0,29.0,3815.0,1049.0,659.0,3815.0,3815.0,1666.0
06_001_404200,2012,2323.0,1890.922,1797.0,7.1,0.0,46.0,242.0,2196.0,191721.0,150391.0,1670.0,0.0,0.0,679.0,312.0,38.0,3436.0,641.0,202.0,3436.0,3436.0,1294.0
06_001_403900,2012,3169.0,2056.681,2511.0,6.7,0.0,82.0,256.0,1941.0,81220.0,57333.0,2344.0,13.0,86.0,781.0,971.0,105.0,3992.0,846.0,328.0,3992.0,3992.0,2232.0
06_001_400600,2012,1349.0,705.527,1186.0,16.0,0.0,0.0,238.0,627.0,74836.0,57639.0,996.0,0.0,15.0,241.0,731.0,0.0,1750.0,237.0,57.0,1750.0,1750.0,726.0
06_001_426100,2012,4167.0,3562.785,2947.0,4.0,0.0,81.0,380.0,4412.0,346328.0,224531.0,2829.0,41.0,98.0,1409.0,30.0,73.0,6165.0,1043.0,326.0,6165.0,6165.0,2080.0
06_001_400800,2012,2581.0,1267.271,2285.0,13.5,8.0,29.0,469.0,1166.0,72161.0,59018.0,1977.0,0.0,22.0,383.0,1246.0,6.0,3218.0,513.0,126.0,3218.0,3218.0,1591.0
06_001_404000,2012,2440.0,1617.7199999999998,2082.0,6.4,0.0,32.0,413.0,1724.0,81146.0,72059.0,1948.0,9.0,31.0,361.0,322.0,0.0,2805.0,612.0,263.0,2805.0,2805.0,1630.0
06_001_400700,2012,3324.0,1396.08,2380.0,10.4,0.0,64.0,476.0,1502.0,58692.0,41023.0,2133.0,0.0,93.0,173.0,2273.0,0.0,4396.0,393.0,156.0,4396.0,4396.0,1786.0
06_001_400200,2012,1574.0,1271.792,1240.0,2.4,0.0,13.0,134.0,1390.0,194525.0,134531.0,1210.0,5.0,21.0,336.0,95.0,13.0,1939.0,291.0,74.0,1939.0,1939.0,815.0
06_001_400300,2012,4344.0,3079.896,3466.0,9.2,0.0,88.0,418.0,3336.0,126104.0,71618.0,3147.0,0.0,25.0,854.0,819.0,39.0,5428.0,915.0,451.0,5428.0,5428.0,2510.0
06_001_404101,2012,2428.0,1799.148,1999.0,8.2,0.0,0.0,143.0,2166.0,101665.0,68403.0,1835.0,0.0,75.0,398.0,99.0,26.0,2911.0,456.0,270.0,2911.0,2911.0,1615.0
06_001_401100,2012,3328.0,1873.6639999999998,2954.0,12.9,0.0,51.0,468.0,2089.0,72831.0,56401.0,2574.0,0.0,79.0,666.0,1058.0,0.0,4240.0,531.0,170.0,4240.0,4240.0,2021.0
06_001_401400,2012,2659.0,491.915,1988.0,20.0,0.0,98.0,855.0,827.0,40094.0,30023.0,1590.0,34.0,161.0,516.0,1998.0,58.0,4297.0,1048.0,603.0,4297.0,4297.0,1427.0
06_001_404502,2012,4227.0,3394.281,3095.0,3.0,0.0,23.0,274.0,4179.0,162416.0,126278.0,3003.0,12.0,26.0,639.0,301.0,9.0,5383.0,689.0,227.0,5383.0,5383.0,2338.0
06_001_426200,2012,3187.0,2619.7140000000004,2507.0,5.3,15.0,27.0,282.0,3390.0,236086.0,188241.0,2374.0,5.0,65.0,1020.0,89.0,11.0,4792.0,619.0,151.0,4792.0,4792.0,1668.0
06_001_401000,2012,4274.0,1350.584,3149.0,11.2,0.0,11.0,1136.0,1559.0,54787.0,38403.0,2796.0,0.0,203.0,317.0,2665.0,100.0,5505.0,664.0,322.0,5505.0,5505.0,2439.0
06_001_400900,2012,1516.0,835.316,1302.0,5.8,0.0,31.0,97.0,979.0,77173.0,60089.0,1226.0,0.0,40.0,232.0,668.0,0.0,2031.0,280.0,55.0,2031.0,2031.0,1016.0
06_001_400100,2012,2314.0,1927.562,1618.0,4.0,0.0,49.0,263.0,2098.0,224828.0,165625.0,1554.0,0.0,9.0,814.0,137.0,0.0,3385.0,814.0,270.0,3385.0,3385.0,1300.0
06_001_404400,2012,3820.0,3086.56,3237.0,1.7,10.0,27.0,399.0,3284.0,168363.0,135318.0,3181.0,0.0,0.0,1179.0,296.0,30.0,5156.0,776.0,338.0,5156.0,5156.0,2212.0
06_001_400400,2012,3453.0,2499.972,2865.0,4.3,0.0,68.0,457.0,2557.0,115715.0,98824.0,2742.0,9.0,22.0,468.0,795.0,0.0,4279.0,289.0,122.0,4279.0,4279.0,1812.0
06_001_401200,2012,2004.0,1220.436,1661.0,10.8,9.0,0.0,356.0,1336.0,98485.0,76897.0,1481.0,0.0,4.0,352.0,410.0,41.0,2345.0,283.0,88.0,2345.0,2345.0,1214.0
06_001_423902,2012,1220.0,952.8199999999999,943.0,12.6,0.0,5.0,155.0,1080.0,100091.0,74554.0,824.0,0.0,24.0,94.0,67.0,0.0,1404.0,196.0,91.0,1404.0,1404.0,711.0
06_001_423901,2012,1499.0,815.456,1252.0,4.9,0.0,8.0,219.0,1126.0,84947.0,56833.0,1191.0,8.0,52.0,129.0,403.0,0.0,1886.0,119.0,57.0,1886.0,1886.0,854.0
06_001_424002,2012,1665.0,694.3050000000001,1122.0,8.8,0.0,32.0,469.0,748.0,62031.0,40431.0,1023.0,16.0,173.0,161.0,996.0,0.0,2290.0,276.0,106.0,2290.0,2290.0,1000.0
06_001_422700,2012,1022.0,518.154,1647.0,18.8,0.0,32.0,732.0,2062.0,59902.0,32500.0,1337.0,0.0,33.0,1443.0,216.0,3.0,4467.0,1340.0,971.0,4467.0,4467.0,948.0
06_001_422600,2012,106.0,103.032,216.0,9.3,0.0,0.0,39.0,366.0,,,196.0,0.0,0.0,308.0,5.0,0.0,718.0,496.0,477.0,718.0,718.0,4.0
06_013_354001,2016,1520.0,1207.0,1039.0,1.8,0.0,28.0,115.0,1513.0,198009.0,166518.0,1020.0,0.0,25.0,463.0,5.0,81.0,2121.0,389.0,65.0,2121.0,2121.0,751.0
06_013_353001,2016,2792.0,2310.0,1973.0,5.6,0.0,55.0,85.0,2683.0,261497.0,219038.0,1863.0,7.0,75.0,926.0,111.0,13.0,3880.0,627.0,235.0,3880.0,3880.0,1352.0
06_001_423800,2016,2523.0,2244.0,1509.0,3.0,0.0,11.0,228.0,2317.0,282407.0,177330.0,1463.0,0.0,0.0,436.0,41.0,13.0,3016.0,511.0,277.0,3016.0,3016.0,1297.0
06_001_421600,2016,2873.0,2561.0,1974.0,4.2,0.0,65.0,173.0,2695.0,205870.0,144615.0,1891.0,0.0,10.0,669.0,210.0,23.0,3698.0,698.0,332.0,3698.0,3698.0,1572.0
06_001_404300,2016,2552.0,2158.0,1892.0,4.4,0.0,80.0,416.0,2193.0,289815.0,215809.0,1808.0,31.0,112.0,754.0,222.0,0.0,3437.0,498.0,67.0,3437.0,3437.0,1283.0
06_001_425103,2016,2436.0,1877.0,2172.0,3.2,37.0,10.0,217.0,1534.0,157218.0,125000.0,2102.0,0.0,8.0,738.0,301.0,10.0,2789.0,533.0,265.0,2789.0,2789.0,1372.0
06_001_404102,2016,2385.0,1594.0,1469.0,3.1,23.0,45.0,260.0,1799.0,116401.0,80077.0,1424.0,24.0,7.0,356.0,207.0,19.0,2605.0,493.0,127.0,2605.0,2605.0,1591.0
06_001_404501,2016,1304.0,1086.0,1033.0,4.3,0.0,22.0,136.0,1180.0,271564.0,189044.0,989.0,0.0,13.0,374.0,121.0,7.0,1795.0,311.0,93.0,1795.0,1795.0,679.0
06_001_424001,2016,2927.0,1567.0,2663.0,4.3,0.0,21.0,619.0,1989.0,101522.0,72739.0,2548.0,7.0,45.0,420.0,1046.0,46.0,4151.0,733.0,457.0,4151.0,4151.0,1473.0
