geocode,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
36_081_045900,2021,2692.0,831.0,2107.0,1.8,0.0,0.0,1797.0,18.0,114879.0,78104.0,2069.0,0.0,47.0,2188.0,2.0,0.0,4025.0,2617.0,1589.0,4025.0,4025.0,1019.0
36_081_071900,2021,2271.0,846.0,1553.0,8.6,0.0,62.0,1044.0,1388.0,77228.0,63125.0,1419.0,0.0,0.0,980.0,69.0,26.0,3475.0,1775.0,545.0,3475.0,3475.0,1043.0
36_081_036100,2021,1674.0,389.0,1162.0,3.8,0.0,30.0,1194.0,26.0,86191.0,71433.0,1118.0,14.0,11.0,458.0,556.0,0.0,2201.0,1390.0,574.0,2201.0,2201.0,679.0
36_081_041300,2021,3093.0,244.0,2495.0,4.5,0.0,94.0,3923.0,57.0,85690.0,71932.0,2382.0,0.0,235.0,685.0,275.0,84.0,4600.0,3352.0,2411.0,4600.0,4600.0,1029.0
36_081_028300,2021,6046.0,2563.0,4353.0,9.2,0.0,51.0,3875.0,1683.0,90835.0,76747.0,3953.0,0.0,321.0,1760.0,780.0,14.0,7576.0,4217.0,2256.0,7576.0,7576.0,3294.0
36_081_045700,2021,2592.0,939.0,2255.0,0.5,0.0,39.0,1182.0,377.0,99894.0,78500.0,2243.0,0.0,10.0,2111.0,23.0,42.0,3735.0,2219.0,1266.0,3735.0,3735.0,1202.0
36_081_035100,2021,2796.0,939.0,2064.0,12.5,0.0,24.0,2384.0,306.0,87965.0,73536.0,1807.0,0.0,12.0,598.0,390.0,0.0,3650.0,2175.0,805.0,3650.0,3650.0,1349.0
36_081_036300,2021,1591.0,187.0,1291.0,8.1,0.0,0.0,1194.0,6.0,91411.0,74148.0,1187.0,0.0,37.0,357.0,603.0,0.0,2081.0,1155.0,728.0,2081.0,2081.0,611.0
36_081_037700,2021,2419.0,195.0,2096.0,2.7,0.0,39.0,3778.0,36.0,96796.0,88286.0,2039.0,14.0,17.0,150.0,257.0,0.0,4173.0,2460.0,1940.0,4173.0,4173.0,809.0
36_081_031700,2021,3987.0,1703.0,2330.0,9.4,0.0,0.0,1095.0,3413.0,96926.0,71822.0,2112.0,0.0,0.0,294.0,612.0,0.0,5414.0,1584.0,483.0,5414.0,5414.0,2196.0
36_081_032900,2021,2406.0,425.0,1642.0,12.8,0.0,50.0,1391.0,360.0,81980.0,55529.0,1432.0,0.0,30.0,1071.0,573.0,0.0,3369.0,2055.0,728.0,3369.0,3369.0,1002.0
36_081_041100,2021,2588.0,218.0,1997.0,2.5,0.0,69.0,3279.0,39.0,67515.0,64568.0,1947.0,0.0,9.0,587.0,224.0,0.0,3850.0,2390.0,1344.0,3850.0,3850.0,1163.0
36_081_041500,2021,3105.0,295.0,2139.0,4.2,0.0,47.0,3778.0,271.0,107277.0,65112.0,2050.0,0.0,79.0,587.0,434.0,0.0,4292.0,2578.0,1489.0,4292.0,4292.0,1357.0
36_081_042700,2021,3184.0,554.0,2846.0,3.5,0.0,44.0,3798.0,203.0,79978.0,52007.0,2746.0,0.0,229.0,356.0,660.0,0.0,4536.0,2787.0,1563.0,4536.0,4536.0,1518.0
36_081_045500,2021,9666.0,2526.0,7324.0,8.9,0.0,123.0,4811.0,1758.0,88035.0,75033.0,6675.0,0.0,997.0,2229.0,6265.0,39.0,13869.0,7263.0,3258.0,13869.0,13869.0,4482.0
36_081_046300,2021,2489.0,288.0,2119.0,4.1,0.0,0.0,2503.0,25.0,77635.0,70451.0,2032.0,0.0,170.0,1325.0,174.0,9.0,4097.0,2747.0,1823.0,4097.0,4097.0,1058.0
36_081_046500,2021,2822.0,347.0,2460.0,1.7,0.0,0.0,3799.0,50.0,82440.0,76833.0,2419.0,14.0,16.0,713.0,42.0,0.0,4575.0,2942.0,1908.0,4575.0,4575.0,1056.0
36_081_046700,2021,4650.0,871.0,3633.0,2.2,0.0,56.0,5394.0,293.0,74942.0,65564.0,3553.0,51.0,0.0,1431.0,313.0,0.0,7177.0,4032.0,2272.0,7177.0,7177.0,2128.0
36_081_030904,2021,2154.0,566.0,1334.0,6.2,0.0,21.0,972.0,563.0,91340.0,55406.0,1251.0,0.0,0.0,1187.0,18.0,20.0,2762.0,1528.0,360.0,2762.0,2762.0,1031.0
36_081_043702,2021,5268.0,1359.0,3706.0,4.5,0.0,91.0,5161.0,1080.0,83277.0,61649.0,3538.0,17.0,140.0,1474.0,694.0,70.0,8025.0,4057.0,2416.0,8025.0,8025.0,2175.0
36_081_044301,2021,2612.0,246.0,1314.0,18.9,0.0,52.0,2770.0,97.0,47047.0,26172.0,1065.0,0.0,0.0,1067.0,317.0,0.0,3765.0,2265.0,983.0,3765.0,3765.0,1389.0
36_081_027900,2021,5708.0,1325.0,4359.0,11.7,0.0,10.0,5805.0,720.0,101456.0,81165.0,3849.0,0.0,205.0,979.0,729.0,540.0,7738.0,5333.0,3728.0,7738.0,7738.0,2427.0
36_081_028100,2021,4664.0,2074.0,3625.0,10.6,0.0,79.0,3422.0,1591.0,102993.0,71832.0,3241.0,0.0,135.0,923.0,47.0,0.0,6083.0,2815.0,1172.0,6083.0,6083.0,2443.0
02_020_001731,2022,4004.0,1128.0,2900.0,9.2,27.0,144.0,898.0,3300.0,99716.0,81683.0,2632.0,45.0,882.0,826.0,389.0,97.0,5993.0,483.0,76.0,5993.0,5993.0,2331.0
36_081_012500,2021,1164.0,664.0,911.0,3.8,0.0,7.0,360.0,635.0,117912.0,94250.0,876.0,0.0,29.0,247.0,163.0,0.0,1394.0,507.0,177.0,1394.0,1394.0,582.0
36_081_006502,2021,2904.0,1524.0,2205.0,7.5,0.0,12.0,1086.0,2123.0,113335.0,81556.0,2040.0,0.0,0.0,283.0,62.0,0.0,3578.0,1344.0,696.0,3578.0,3578.0,1718.0
36_081_006501,2021,2624.0,1374.0,2281.0,8.0,0.0,96.0,1229.0,1594.0,114330.0,102375.0,2098.0,0.0,10.0,343.0,242.0,0.0,3262.0,984.0,614.0,3262.0,3262.0,1581.0
36_081_006900,2021,3505.0,2184.0,2632.0,6.8,0.0,43.0,911.0,2260.0,148143.0,117167.0,2452.0,0.0,40.0,950.0,234.0,14.0,4218.0,1238.0,212.0,4218.0,4218.0,1808.0
36_081_015900,2021,2695.0,1653.0,2349.0,10.3,0.0,41.0,821.0,1950.0,95253.0,85718.0,2107.0,0.0,49.0,229.0,211.0,8.0,3260.0,1172.0,555.0,3260.0,3260.0,1597.0
36_081_012100,2021,1692.0,881.0,1269.0,8.5,0.0,15.0,423.0,1459.0,125192.0,97500.0,1161.0,0.0,14.0,197.0,70.0,0.0,2120.0,603.0,152.0,2120.0,2120.0,876.0
36_081_032700,2021,2203.0,545.0,1580.0,21.5,0.0,20.0,2148.0,317.0,95019.0,60398.0,1240.0,0.0,78.0,742.0,69.0,29.0,3321.0,1797.0,771.0,3321.0,3321.0,879.0
36_081_010100,2021,1908.0,963.0,1615.0,3.8,9.0,37.0,389.0,1773.0,136706.0,105063.0,1553.0,0.0,19.0,74.0,187.0,0.0,2507.0,499.0,132.0,2507.0,2507.0,1001.0
36_081_011100,2021,2288.0,1173.0,1636.0,9.1,0.0,41.0,805.0,1697.0,109241.0,97465.0,1487.0,0.0,141.0,284.0,73.0,0.0,2949.0,835.0,359.0,2949.0,2949.0,1265.0
36_081_005700,2021,3113.0,1800.0,2830.0,7.9,0.0,0.0,1256.0,1845.0,115179.0,94884.0,2606.0,0.0,58.0,686.0,111.0,15.0,4065.0,1586.0,743.0,4065.0,4065.0,1792.0
36_081_033700,2021,1832.0,413.0,1440.0,5.7,0.0,23.0,1471.0,256.0,105988.0,98832.0,1358.0,0.0,60.0,703.0,0.0,0.0,2447.0,1464.0,812.0,2447.0,2447.0,787.0
36_081_007700,2021,1444.0,872.0,1261.0,4.6,0.0,24.0,651.0,780.0,143141.0,118125.0,1203.0,0.0,81.0,410.0,72.0,0.0,1903.0,661.0,397.0,1903.0,1903.0,851.0
36_081_007900,2021,1992.0,1131.0,1631.0,5.6,0.0,19.0,724.0,1031.0,142361.0,109598.0,1540.0,0.0,8.0,785.0,57.0,16.0,2600.0,1334.0,717.0,2600.0,2600.0,1205.0
36_081_008100,2021,929.0,593.0,814.0,2.3,0.0,0.0,280.0,511.0,140287.0,116875.0,795.0,0.0,32.0,205.0,99.0,0.0,1113.0,414.0,209.0,1113.0,1113.0,538.0
36_081_008300,2021,1831.0,625.0,1417.0,9.6,0.0,11.0,951.0,709.0,100135.0,89500.0,1281.0,0.0,0.0,363.0,202.0,0.0,2266.0,977.0,413.0,2266.0,2266.0,902.0
36_081_009100,2021,1491.0,697.0,1198.0,3.3,0.0,99.0,709.0,911.0,130311.0,94881.0,1158.0,0.0,40.0,313.0,90.0,0.0,1956.0,710.0,237.0,1956.0,1956.0,922.0
36_081_009500,2021,1685.0,1027.0,1295.0,3.8,0.0,45.0,285.0,1408.0,129602.0,104028.0,1246.0,0.0,0.0,336.0,41.0,0.0,2087.0,637.0,218.0,2087.0,2087.0,811.0
36_081_009900,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_081_007500,2021,3636.0,1979.0,2851.0,13.1,0.0,69.0,1177.0,1979.0,138252.0,82838.0,2478.0,0.0,0.0,895.0,233.0,159.0,4427.0,1606.0,636.0,4427.0,4427.0,2404.0
36_081_006300,2021,4846.0,3226.0,4158.0,2.6,0.0,42.0,883.0,2990.0,208868.0,114783.0,4051.0,69.0,174.0,1489.0,524.0,0.0,5712.0,2533.0,1385.0,5712.0,5712.0,2667.0
36_081_007100,2021,2597.0,1723.0,2352.0,5.6,0.0,19.0,742.0,1345.0,122402.0,114917.0,2221.0,0.0,9.0,529.0,270.0,11.0,3159.0,1190.0,514.0,3159.0,3159.0,1545.0
36_081_010300,2021,3346.0,1732.0,2702.0,14.6,0.0,46.0,924.0,2579.0,95660.0,76118.0,2308.0,0.0,234.0,437.0,345.0,0.0,4305.0,1518.0,582.0,4305.0,4305.0,1901.0
36_081_010500,2021,3672.0,1394.0,2470.0,11.6,0.0,26.0,1530.0,2215.0,93414.0,61589.0,2183.0,0.0,0.0,896.0,656.0,0.0,5309.0,2318.0,855.0,5309.0,5309.0,1833.0
36_081_010701,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_081_011300,2021,3646.0,1881.0,2888.0,6.5,0.0,24.0,1297.0,2403.0,122249.0,94300.0,2699.0,0.0,124.0,465.0,237.0,0.0,4466.0,1659.0,848.0,4466.0,4466.0,1824.0
36_081_011500,2021,1931.0,1076.0,1627.0,4.0,0.0,15.0,385.0,1576.0,121623.0,106458.0,1562.0,0.0,12.0,135.0,244.0,0.0,2389.0,646.0,313.0,2389.0,2389.0,1058.0
36_081_011700,2021,3219.0,2023.0,2794.0,4.8,0.0,26.0,1067.0,2474.0,133842.0,114797.0,2659.0,0.0,106.0,414.0,130.0,9.0,3942.0,1195.0,488.0,3942.0,3942.0,1629.0
36_081_012301,2021,2279.0,1434.0,1869.0,8.8,0.0,40.0,636.0,2017.0,143141.0,115735.0,1705.0,0.0,83.0,187.0,304.0,0.0,3107.0,871.0,278.0,3107.0,3107.0,1240.0
36_081_013500,2021,861.0,380.0,590.0,3.6,0.0,0.0,111.0,957.0,138592.0,97167.0,569.0,0.0,4.0,47.0,5.0,0.0,1120.0,298.0,75.0,1120.0,1120.0,484.0
36_081_013700,2021,1606.0,927.0,1330.0,9.2,0.0,7.0,390.0,1351.0,136979.0,113708.0,1207.0,7.0,26.0,174.0,64.0,0.0,1961.0,646.0,196.0,1961.0,1961.0,845.0
36_081_014500,2021,1877.0,967.0,1503.0,5.7,0.0,21.0,410.0,1492.0,100198.0,78750.0,1417.0,0.0,43.0,284.0,71.0,0.0,2350.0,1099.0,623.0,2350.0,2350.0,996.0
36_081_015500,2021,1616.0,736.0,1396.0,7.6,0.0,25.0,322.0,1032.0,139586.0,103971.0,1290.0,0.0,16.0,545.0,63.0,0.0,1976.0,537.0,231.0,1976.0,1976.0,742.0
36_081_015700,2021,1105.0,646.0,965.0,10.3,0.0,20.0,589.0,474.0,87620.0,68277.0,866.0,0.0,31.0,216.0,65.0,0.0,1341.0,634.0,362.0,1341.0,1341.0,727.0
36_081_014700,2021,2396.0,1090.0,1784.0,9.0,1.0,40.0,793.0,1595.0,100643.0,76875.0,1624.0,0.0,35.0,385.0,294.0,0.0,2969.0,1170.0,483.0,2969.0,2969.0,1382.0
36_081_014900,2021,1821.0,849.0,1537.0,10.5,0.0,18.0,731.0,1228.0,84196.0,64635.0,1375.0,0.0,29.0,301.0,46.0,0.0,2240.0,858.0,373.0,2240.0,2240.0,957.0
36_081_016300,2021,3194.0,737.0,1402.0,14.5,0.0,47.0,2285.0,667.0,63368.0,40313.0,1199.0,0.0,11.0,566.0,1057.0,9.0,4169.0,1260.0,651.0,4169.0,4169.0,1690.0
36_081_030903,2021,3798.0,1067.0,2642.0,7.5,0.0,49.0,2244.0,583.0,106208.0,80385.0,2443.0,0.0,240.0,1934.0,420.0,11.0,5132.0,3104.0,996.0,5132.0,5132.0,1680.0
36_081_030906,2021,2941.0,804.0,2246.0,7.9,0.0,29.0,1204.0,730.0,104574.0,79075.0,2069.0,0.0,53.0,1593.0,95.0,0.0,3582.0,2135.0,1032.0,3582.0,3582.0,1201.0
36_081_030905,2021,1980.0,408.0,1441.0,9.9,0.0,11.0,1273.0,215.0,89273.0,93125.0,1298.0,0.0,238.0,1321.0,235.0,0.0,2951.0,1489.0,644.0,2951.0,2951.0,1015.0
36_081_014100,2021,1339.0,709.0,1133.0,7.2,0.0,0.0,426.0,696.0,200056.0,98281.0,1051.0,0.0,13.0,427.0,250.0,0.0,1652.0,725.0,206.0,1652.0,1652.0,744.0
36_081_009700,2021,3179.0,1968.0,2624.0,7.2,0.0,62.0,587.0,2819.0,132721.0,117500.0,2436.0,0.0,57.0,665.0,91.0,11.0,4142.0,1152.0,325.0,4142.0,4142.0,1614.0
36_081_015300,2021,1503.0,871.0,1306.0,6.7,0.0,14.0,238.0,1075.0,100306.0,76979.0,1218.0,0.0,25.0,347.0,81.0,0.0,1793.0,649.0,226.0,1793.0,1793.0,795.0
36_081_015100,2021,2299.0,1240.0,1882.0,6.0,0.0,22.0,625.0,1707.0,135067.0,78468.0,1769.0,0.0,118.0,177.0,184.0,0.0,2694.0,1059.0,354.0,2694.0,2694.0,1203.0
36_081_005900,2021,2790.0,1561.0,2328.0,11.4,0.0,51.0,599.0,1935.0,133135.0,88099.0,2062.0,0.0,15.0,1074.0,54.0,0.0,3775.0,1506.0,439.0,3775.0,3775.0,1667.0
36_081_014300,2021,2831.0,1514.0,2403.0,11.9,0.0,0.0,1239.0,2059.0,101649.0,84543.0,2116.0,0.0,52.0,454.0,268.0,0.0,3944.0,1596.0,704.0,3944.0,3944.0,1603.0
36_081_007300,2021,2968.0,2230.0,2637.0,1.4,0.0,39.0,829.0,1803.0,121036.0,112500.0,2601.0,0.0,434.0,676.0,88.0,0.0,3574.0,1161.0,640.0,3574.0,3574.0,1980.0
36_081_011900,2021,1197.0,584.0,1079.0,5.0,0.0,21.0,519.0,898.0,100406.0,76889.0,1025.0,0.0,20.0,120.0,34.0,15.0,1581.0,650.0,417.0,1581.0,1581.0,688.0
36_081_029500,2021,3102.0,1185.0,2327.0,5.1,0.0,96.0,1102.0,1514.0,97735.0,84972.0,2209.0,0.0,87.0,1301.0,299.0,0.0,4064.0,2051.0,814.0,4064.0,4064.0,1875.0
36_081_029700,2021,1617.0,467.0,1326.0,7.6,2.0,15.0,1200.0,485.0,112286.0,98125.0,1225.0,0.0,34.0,623.0,5.0,0.0,2343.0,1045.0,642.0,2343.0,2343.0,731.0
36_081_029900,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_081_033900,2021,2004.0,605.0,1166.0,6.3,0.0,15.0,1375.0,748.0,80990.0,61627.0,1092.0,0.0,51.0,539.0,305.0,0.0,2760.0,1471.0,421.0,2760.0,2760.0,1121.0
36_081_004500,2021,2356.0,1157.0,1454.0,10.5,0.0,14.0,390.0,1795.0,103445.0,76688.0,1302.0,0.0,64.0,480.0,187.0,29.0,2755.0,948.0,145.0,2755.0,2755.0,1524.0
36_081_004700,2021,2751.0,885.0,1882.0,7.7,0.0,0.0,1278.0,964.0,71552.0,56758.0,1737.0,57.0,28.0,584.0,1429.0,33.0,4104.0,1300.0,464.0,4104.0,4104.0,1831.0
36_081_005300,2021,4543.0,2794.0,3898.0,9.1,0.0,18.0,957.0,2786.0,121317.0,112258.0,3543.0,0.0,38.0,1397.0,154.0,17.0,5470.0,2233.0,1212.0,5470.0,5470.0,2422.0
36_081_006100,2021,4266.0,2500.0,3847.0,4.3,0.0,44.0,1105.0,2981.0,125057.0,111923.0,3682.0,0.0,8.0,941.0,125.0,0.0,5263.0,1870.0,681.0,5263.0,5263.0,2564.0
36_081_003700,2021,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_081_004300,2021,1380.0,146.0,703.0,13.5,0.0,0.0,834.0,68.0,37808.0,24125.0,608.0,0.0,29.0,269.0,1160.0,0.0,2111.0,644.0,204.0,2111.0,2111.0,976.0
36_081_127700,2021,2316.0,1668.0,1584.0,3.1,0.0,0.0,109.0,2077.0,243481.0,140924.0,1535.0,0.0,0.0,617.0,502.0,0.0,3198.0,1510.0,391.0,3198.0,3198.0,1080.0
36_059_404500,2021,3103.0,1838.0,2482.0,3.3,0.0,24.0,1156.0,2386.0,191059.0,135434.0,2399.0,12.0,0.0,840.0,88.0,0.0,4372.0,1292.0,423.0,4372.0,4372.0,1591.0
36_059_302600,2021,1634.0,779.0,1334.0,5.2,0.0,11.0,178.0,1316.0,159381.0,129500.0,1265.0,0.0,39.0,538.0,256.0,0.0,2294.0,577.0,21.0,2294.0,2294.0,822.0
36_059_404300,2021,2248.0,928.0,1685.0,10.2,0.0,20.0,671.0,1019.0,154451.0,154141.0,1513.0,0.0,97.0,1114.0,144.0,0.0,3134.0,1331.0,388.0,3134.0,3134.0,1012.0
36_059_302700,2021,3013.0,1726.0,2279.0,5.6,0.0,51.0,389.0,1499.0,185842.0,170253.0,2152.0,0.0,72.0,2012.0,73.0,0.0,4105.0,1492.0,178.0,4105.0,4105.0,1394.0
36_081_129103,2021,3178.0,1577.0,2147.0,5.3,0.0,23.0,871.0,2319.0,104297.0,74500.0,2033.0,0.0,24.0,1116.0,128.0,22.0,4444.0,1278.0,282.0,4444.0,4444.0,1994.0
36_081_129104,2021,3461.0,1808.0,2488.0,5.2,0.0,77.0,968.0,1884.0,120506.0,100893.0,2358.0,0.0,265.0,1439.0,151.0,0.0,4387.0,1229.0,385.0,4387.0,4387.0,1769.0
36_081_129102,2021,2551.0,1510.0,1804.0,4.8,0.0,125.0,323.0,2167.0,142223.0,132337.0,1717.0,0.0,131.0,1103.0,102.0,0.0,3842.0,1460.0,122.0,3842.0,3842.0,1219.0
36_081_056200,2021,1090.0,426.0,709.0,8.2,0.0,9.0,353.0,242.0,106732.0,96528.0,651.0,0.0,17.0,635.0,276.0,0.0,1399.0,664.0,120.0,1399.0,1399.0,501.0
36_081_049600,2021,2430.0,744.0,1663.0,7.0,0.0,0.0,308.0,32.0,133168.0,100809.0,1547.0,0.0,51.0,1082.0,1289.0,0.0,3042.0,1774.0,342.0,3042.0,3042.0,916.0
36_081_050000,2021,3479.0,895.0,2687.0,5.1,0.0,19.0,585.0,155.0,89680.0,80513.0,2551.0,0.0,40.0,569.0,3681.0,0.0,4840.0,2004.0,653.0,4840.0,4840.0,1597.0
36_081_054000,2021,2726.0,579.0,1942.0,7.2,0.0,23.0,1133.0,30.0,82668.0,60329.0,1802.0,0.0,189.0,413.0,2244.0,0.0,3943.0,1935.0,535.0,3943.0,3943.0,1301.0
36_081_049201,2021,2191.0,520.0,1810.0,3.6,0.0,81.0,640.0,124.0,77606.0,66992.0,1744.0,0.0,125.0,282.0,2245.0,0.0,3175.0,1499.0,512.0,3175.0,3175.0,1305.0
36_081_047802,2021,1030.0,318.0,827.0,19.0,0.0,0.0,91.0,16.0,118110.0,91483.0,670.0,0.0,0.0,531.0,635.0,0.0,1385.0,809.0,374.0,1385.0,1385.0,403.0
36_081_049202,2021,1593.0,562.0,1259.0,5.3,0.0,26.0,642.0,21.0,129716.0,104076.0,1192.0,0.0,0.0,859.0,836.0,13.0,2540.0,959.0,251.0,2540.0,2540.0,604.0
36_081_054200,2021,3988.0,871.0,2601.0,6.5,0.0,71.0,1712.0,252.0,103576.0,81439.0,2433.0,0.0,29.0,1469.0,1708.0,0.0,5559.0,3015.0,834.0,5559.0,5559.0,1648.0
36_081_054800,2021,1809.0,479.0,1161.0,6.1,3.0,23.0,356.0,34.0,117270.0,103333.0,1090.0,0.0,58.0,1364.0,569.0,0.0,2472.0,1393.0,303.0,2472.0,2472.0,682.0
36_081_047600,2021,1105.0,720.0,732.0,11.1,0.0,6.0,92.0,464.0,164083.0,109846.0,651.0,0.0,120.0,607.0,153.0,0.0,1436.0,679.0,75.0,1436.0,1436.0,541.0
36_081_055200,2021,2280.0,812.0,1575.0,9.1,0.0,53.0,888.0,262.0,89097.0,66357.0,1431.0,0.0,78.0,1392.0,390.0,66.0,2990.0,1674.0,482.0,2990.0,2990.0,988.0
36_081_055400,2021,2047.0,635.0,1470.0,9.9,0.0,28.0,669.0,242.0,96322.0,90685.0,1324.0,0.0,16.0,1586.0,288.0,0.0,2751.0,1732.0,714.0,2751.0,2751.0,771.0
36_081_055800,2021,1495.0,472.0,1134.0,9.5,0.0,0.0,679.0,153.0,126096.0,80536.0,1026.0,0.0,12.0,564.0,203.0,14.0,1795.0,737.0,100.0,1795.0,1795.0,702.0
36_081_056800,2021,3680.0,1365.0,3084.0,13.8,0.0,42.0,1169.0,288.0,117830.0,106354.0,2658.0,0.0,0.0,219.0,3120.0,63.0,4901.0,2348.0,468.0,4901.0,4901.0,1551.0
36_081_047801,2021,2966.0,1615.0,1746.0,17.1,0.0,0.0,830.0,1228.0,74464.0,39962.0,1447.0,0.0,16.0,933.0,349.0,0.0,3455.0,1857.0,351.0,3455.0,3455.0,1882.0
36_081_155103,2021,3640.0,2142.0,2820.0,6.8,0.0,29.0,629.0,1948.0,124325.0,109959.0,2628.0,0.0,0.0,1402.0,543.0,0.0,4522.0,1279.0,309.0,4522.0,4522.0,2126.0
36_081_155104,2021,2903.0,1393.0,1417.0,2.2,0.0,109.0,454.0,1203.0,144308.0,138698.0,1386.0,0.0,108.0,1664.0,257.0,0.0,3641.0,1551.0,571.0,3641.0,3641.0,1177.0
36_081_139900,2021,1218.0,677.0,846.0,7.4,1.0,10.0,261.0,340.0,144231.0,128750.0,783.0,0.0,0.0,953.0,0.0,0.0,1568.0,774.0,167.0,1568.0,1568.0,561.0
36_081_152901,2021,4905.0,2199.0,2934.0,4.2,0.0,30.0,463.0,1614.0,117313.0,94250.0,2812.0,0.0,0.0,3376.0,382.0,0.0,5891.0,2574.0,421.0,5891.0,5891.0,2283.0
36_081_152902,2021,5119.0,2980.0,3419.0,5.7,0.0,95.0,542.0,2267.0,126696.0,117828.0,3223.0,0.0,0.0,3294.0,82.0,0.0,6235.0,2668.0,499.0,6235.0,6235.0,2585.0
36_081_155101,2021,2175.0,1444.0,425.0,0.0,0.0,0.0,25.0,2084.0,288837.0,81328.0,425.0,0.0,0.0,66.0,0.0,0.0,2175.0,252.0,1.0,2175.0,2175.0,1555.0
36_081_156700,2021,1440.0,227.0,493.0,13.2,0.0,16.0,330.0,308.0,101783.0,65500.0,428.0,0.0,15.0,570.0,604.0,0.0,1731.0,680.0,325.0,1731.0,1731.0,252.0
36_081_157101,2021,6508.0,2885.0,4580.0,3.8,0.0,31.0,1438.0,1561.0,125621.0,102465.0,4408.0,0.0,216.0,5087.0,329.0,0.0,8501.0,4741.0,1553.0,8501.0,8501.0,2515.0
36_081_157901,2021,4474.0,2203.0,3189.0,4.5,0.0,24.0,665.0,856.0,133077.0,115395.0,3045.0,0.0,0.0,3698.0,125.0,0.0,5523.0,3349.0,821.0,5523.0,5523.0,1736.0
36_081_157902,2021,3002.0,1126.0,1592.0,6.4,0.0,88.0,373.0,677.0,129388.0,103611.0,1490.0,8.0,22.0,2895.0,43.0,1.0,4082.0,2448.0,526.0,4082.0,4082.0,1256.0
36_081_157903,2021,3016.0,1419.0,2066.0,0.6,0.0,44.0,317.0,1050.0,136065.0,130250.0,2053.0,0.0,107.0,2635.0,105.0,0.0,4166.0,1861.0,249.0,4166.0,4166.0,1160.0
36_081_161700,2021,3355.0,1346.0,2608.0,6.7,0.0,28.0,1275.0,1646.0,140832.0,132816.0,2432.0,0.0,210.0,1151.0,566.0,0.0,4917.0,1680.0,416.0,4917.0,4917.0,1521.0
36_081_162100,2021,4911.0,1724.0,3663.0,6.5,0.0,91.0,925.0,950.0,122400.0,102259.0,3424.0,0.0,47.0,4036.0,606.0,12.0,6377.0,3685.0,1090.0,6377.0,6377.0,1971.0
36_081_048200,2021,1084.0,307.0,716.0,11.6,0.0,4.0,189.0,120.0,93546.0,70766.0,633.0,0.0,19.0,533.0,501.0,0.0,1344.0,757.0,204.0,1344.0,1344.0,413.0
36_081_048400,2021,3450.0,1078.0,2627.0,10.8,0.0,17.0,672.0,211.0,100748.0,77014.0,2344.0,0.0,160.0,2303.0,1549.0,5.0,4997.0,2937.0,496.0,4997.0,4997.0,1309.0
36_081_130100,2021,3237.0,1354.0,1491.0,5.5,0.0,12.0,928.0,721.0,102878.0,81452.0,1409.0,0.0,0.0,1411.0,1082.0,25.0,3898.0,1584.0,305.0,3898.0,3898.0,1538.0
36_081_056600,2021,1120.0,271.0,623.0,11.7,0.0,7.0,143.0,113.0,89775.0,70938.0,550.0,0.0,0.0,376.0,457.0,20.0,1369.0,805.0,199.0,1369.0,1369.0,462.0
