,TRACTCE20,BLOCKCE20,GEOID20,sup_dist,geometry,percent
3477,30800,1000,60750308001000,7,"POLYGON ((-122.461942 37.743006, -122.461671 37.742863, -122.461367 37.742689, -122.461234 37.742584, -122.461013 37.742354, -122.45984 37.741061, -122.460192 37.741076, -122.460447 37.741061, -122.460676 37.741007, -122.46107 37.740895, -122.461073 37.741029, -122.461133 37.741199, -122.461227 37.741393, -122.461379 37.74163, -122.461613 37.741882, -122.461914 37.74212, -122.462141 37.74225, -122.462389 37.742359, -122.461942 37.743006))",1.0
72,22901,1005,60750229011005,9,"POLYGON ((-122.414086 37.752506, -122.413926 37.750903, -122.41449 37.750869, -122.415014 37.750837, -122.415172 37.75244, -122.414086 37.752506))",1.0
71,32901,2003,60750329012003,4,"POLYGON ((-122.488936 37.748078, -122.488806 37.746212, -122.489879 37.746165, -122.490009 37.748031, -122.488936 37.748078))",1.0
3484,23001,2000,60750230012000,10,"POLYGON ((-122.397082 37.736533, -122.397666 37.736864, -122.397486 37.736951, -122.396784 37.737165, -122.396515 37.737156, -122.397082 37.736533))",1.0
3487,23400,2003,60750234002003,10,"POLYGON ((-122.387886 37.721867, -122.387746 37.721813, -122.387838 37.721727, -122.388333 37.721175, -122.390183 37.722225, -122.38962 37.722851, -122.387886 37.721867))",1.0
3490,13300,1000,60750133001000,2,"POLYGON ((-122.4463 37.791879, -122.446117 37.790999, -122.447501 37.790823, -122.447679 37.791703, -122.4463 37.791879))",1.0
3493,20601,1005,60750206011005,8,"POLYGON ((-122.433904 37.760955, -122.433745 37.759356, -122.434854 37.759289, -122.435001 37.760889, -122.433904 37.760955))",1.0
63,10102,1001,60750101021001,3,"POLYGON ((-122.413604 37.805618, -122.413516 37.805152, -122.413429 37.804684, -122.415052 37.804481, -122.415204 37.80523, -122.415241 37.805417, -122.413604 37.805618))",1.0
3494,11700,2001,60750117002001,3,"POLYGON ((-122.397796 37.794434, -122.397608 37.793509, -122.398782 37.793359, -122.39888 37.793844, -122.39897 37.794284, -122.397796 37.794434))",1.0
59,26403,2002,60750264032002,10,"POLYGON ((-122.406206 37.713746, -122.404842 37.713216, -122.405235 37.712578, -122.406553 37.713087, -122.407056 37.713226, -122.406767 37.713901, -122.406206 37.713746))",1.0
58,13200,2026,60750132002026,2,"POLYGON ((-122.444656 37.792088, -122.444478 37.791208, -122.446117 37.790999, -122.4463 37.791879, -122.444656 37.792088))",1.0
3496,21200,2004,60750212002004,8,"POLYGON ((-122.442704 37.752377, -122.442525 37.75238, -122.442469 37.752119, -122.442485 37.751897, -122.442578 37.7517, -122.44274 37.751574, -122.442832 37.751431, -122.442783 37.750773, -122.443103 37.750771, -122.442704 37.752377))",1.0
3497,32901,1005,60750329011005,4,"POLYGON ((-122.491212 37.749848, -122.491082 37.747983, -122.492156 37.747936, -122.492285 37.749801, -122.491212 37.749848))",1.0
57,16200,1008,60750162001008,5,"POLYGON ((-122.424577 37.777157, -122.423073 37.777349, -122.422978 37.776884, -122.424487 37.776691, -122.424623 37.776674, -122.424718 37.77714, -122.424577 37.777157))",1.0
56,47902,1000,60750479021000,1,"POLYGON ((-122.501887 37.779514, -122.502972 37.77961, -122.503086 37.781177, -122.502998 37.781181, -122.502012 37.781227, -122.501887 37.779514))",1.0
3498,22704,1013,60750227041013,10,"POLYGON ((-122.401324 37.76229, -122.4012 37.761012, -122.401377 37.761007, -122.402071 37.760967, -122.402203 37.760951, -122.402327 37.762229, -122.401324 37.76229))",1.0
3499,21200,3000,60750212003000,8,"POLYGON ((-122.437769 37.755541, -122.437649 37.754296, -122.43878 37.754229, -122.438891 37.755343, -122.438864 37.755434, -122.437769 37.755541))",1.0
3501,32700,6003,60750327006003,4,"POLYGON ((-122.492937 37.759123, -122.492806 37.757259, -122.493877 37.757211, -122.49401 37.759076, -122.492937 37.759123))",1.0
3502,30800,5007,60750308005007,7,"POLYGON ((-122.472479 37.743191, -122.472353 37.741332, -122.473423 37.741283, -122.473553 37.743144, -122.472479 37.743191))",1.0
55,26303,2002,60750263032002,11,"POLYGON ((-122.445503 37.709813, -122.446705 37.709402, -122.447674 37.709071, -122.447899 37.709488, -122.448022 37.709716, -122.448377 37.710373, -122.448333 37.710376, -122.447988 37.710403, -122.446168 37.711039, -122.445503 37.709813))",1.0
74,10800,1005,60750108001005,3,"POLYGON ((-122.415039 37.79756, -122.415036 37.797543, -122.415013 37.797546, -122.414969 37.797331, -122.414944 37.797227, -122.414932 37.797169, -122.414906 37.797172, -122.414864 37.796962, -122.414931 37.796953, -122.414909 37.796844, -122.415193 37.796805, -122.415291 37.797287, -122.415336 37.797513, -122.415039 37.79756))",1.0
3503,26301,2005,60750263012005,11,"POLYGON ((-122.436969 37.714608, -122.437018 37.71454, -122.437149 37.71459, -122.437739 37.714855, -122.437833 37.714901, -122.437805 37.71494, -122.437772 37.714987, -122.436969 37.714608))",1.0
3473,26401,2003,60750264012003,10,"POLYGON ((-122.408896 37.714479, -122.409194 37.713798, -122.411316 37.714367, -122.411025 37.715057, -122.408896 37.714479))",1.0
3470,10500,2012,60750105002012,3,"POLYGON ((-122.399149 37.795163, -122.399058 37.794718, -122.39897 37.794284, -122.400149 37.794134, -122.400239 37.794575, -122.400329 37.795013, -122.399149 37.795163))",1.0
3431,10401,1005,60750104011005,3,"POLYGON ((-122.411203 37.802101, -122.411019 37.80117, -122.411376 37.801125, -122.411445 37.80129, -122.4116 37.80205, -122.411203 37.802101))",1.0
3433,35400,1000,60750354001000,4,"POLYGON ((-122.505148 37.749235, -122.505014 37.747367, -122.506087 37.74732, -122.506219 37.749187, -122.505148 37.749235))",1.0
3435,26004,1005,60750260041005,11,"POLYGON ((-122.435959 37.71889, -122.437133 37.717336, -122.437945 37.717724, -122.437898 37.717812, -122.436839 37.719218, -122.436756 37.719269, -122.435959 37.71889))",1.0
3436,45202,1002,60750452021002,1,"POLYGON ((-122.465211 37.779043, -122.465068 37.777185, -122.466154 37.777136, -122.466288 37.778994, -122.465211 37.779043))",1.0
3438,45100,1007,60750451001007,1,"POLYGON ((-122.458463 37.775618, -122.458435 37.77524, -122.458371 37.774309, -122.459486 37.774167, -122.459589 37.775566, -122.458463 37.775618))",1.0
102,30301,1009,60750303011009,7,"POLYGON ((-122.475666 37.758014, -122.475537 37.756155, -122.476485 37.756113, -122.476583 37.757974, -122.475666 37.758014))",1.0
3440,10702,1003,60750107021003,3,"POLYGON ((-122.410207 37.800315, -122.410834 37.800239, -122.410954 37.800833, -122.410207 37.800315))",1.0
3441,60100,2037,60750601002037,2,"POLYGON ((-122.454576 37.798403, -122.454072 37.798558, -122.453463 37.798786, -122.453685 37.798227, -122.453829 37.797944, -122.454019 37.797598, -122.454113 37.797486, -122.454163 37.797438, -122.454314 37.797294, -122.454375 37.797236, -122.454575 37.797133, -122.455863 37.796555, -122.456058 37.796541, -122.456266 37.796598, -122.456352 37.796621, -122.456833 37.796817, -122.457089 37.79691, -122.456681 37.797159, -122.456465 37.797278, -122.456067 37.797462, -122.45579 37.797582, -122.455547 37.797679, -122.455393 37.79782, -122.455163 37.79807, -122.45501 37.798227, -122.454576 37.798403))",1.0
3443,10202,2001,60750102022001,2,"POLYGON ((-122.424854 37.806091, -122.423845 37.806222, -122.423655 37.805287, -122.425299 37.805078, -122.425488 37.80601, -122.424854 37.806091))",1.0
101,30302,1010,60750303021010,7,"POLYGON ((-122.472333 37.755792, -122.472144 37.755643, -122.471726 37.755426, -122.471463 37.755297, -122.471339 37.755215, -122.471269 37.755154, -122.471168 37.755099, -122.471017 37.754797, -122.471049 37.754515, -122.471043 37.754466, -122.471019 37.754266, -122.472116 37.754217, -122.472124 37.754389, -122.472064 37.754497, -122.472049 37.75457, -122.472034 37.754682, -122.472071 37.755239, -122.472111 37.755384, -122.472355 37.755675, -122.472423 37.755812, -122.472409 37.75587, -122.472333 37.755792))",1.0
3453,10202,1007,60750102021007,3,"POLYGON ((-122.419715 37.806762, -122.419619 37.806294, -122.419406 37.806321, -122.419374 37.806165, -122.419219 37.806185, -122.419134 37.806162, -122.419045 37.806117, -122.419019 37.805988, -122.419 37.805896, -122.42036899989074 37.80572000001405, -122.4203689999582 37.80572000034317, -122.42055999972791 37.80665800003349, -122.419715 37.806762))",1.0
87,60702,1023,60750607021023,10,"POLYGON ((-122.394936 37.76639, -122.394865 37.765632, -122.394829 37.765248, -122.395807 37.765189, -122.396771 37.76513, -122.39682 37.765636, -122.39689699999614 37.7664299999603, -122.39689699984949 37.76642999996956, -122.39506099989507 37.76654499986988, -122.394936 37.76639))",1.0
3456,17700,1022,60750177001022,9,"POLYGON ((-122.408544 37.765723, -122.407534 37.765783, -122.40742 37.764488, -122.408424 37.764427, -122.409393 37.764369, -122.410364 37.76431, -122.410487 37.765606, -122.408544 37.765723))",1.0
3457,30201,3004,60750302013004,7,"POLYGON ((-122.471534 37.761882, -122.471531 37.761845, -122.471409 37.760076, -122.472446 37.760029, -122.472537 37.760135, -122.472652 37.761795, -122.472655 37.761834, -122.471534 37.761882))",1.0
3459,13500,3003,60750135003003,2,"POLYGON ((-122.433595 37.789892, -122.432385 37.790044, -122.432197 37.789115, -122.433019 37.789011, -122.43384 37.788906, -122.434027 37.789837, -122.433595 37.789892))",1.0
3461,22903,1001,60750229031001,9,"POLYGON ((-122.407449 37.754506, -122.407291 37.752907, -122.408189 37.752852, -122.408343 37.754453, -122.407449 37.754506))",1.0
3462,23200,1009,60750232001009,10,"POLYGON ((-122.392699 37.729284, -122.392583 37.729265, -122.392415 37.72916, -122.390547 37.728099, -122.391108 37.727476, -122.392788 37.728427, -122.392859 37.728466, -122.392954 37.728529, -122.392699 37.729284))",1.0
85,26201,2001,60750262012001,11,"POLYGON ((-122.459002 37.710596, -122.458307 37.7106, -122.457312 37.710648, -122.456376 37.710825, -122.456669 37.710555, -122.457274 37.710441, -122.458298 37.710391, -122.46052 37.710379, -122.460567 37.710451, -122.460858 37.710586, -122.459002 37.710596))",1.0
82,25300,2004,60750253002004,9,"POLYGON ((-122.420166 37.74142, -122.420051 37.741465, -122.420382 37.740956, -122.421264 37.741314, -122.42098 37.74175, -122.420166 37.74142))",1.0
3465,16700,4003,60750167004003,8,"POLYGON ((-122.440358 37.770847, -122.4403580000346 37.77084700017156, -122.44035799994502 37.770847000182975, -122.44035799982028 37.77084700002278, -122.440358 37.770847))",1.0
3468,25100,1012,60750251001012,9,"POLYGON ((-122.406594 37.746571, -122.406496 37.746595, -122.406502 37.746509, -122.40662 37.745841, -122.407309 37.746262, -122.406594 37.746571))",1.0
77,26002,2005,60750260022005,11,"POLYGON ((-122.423808 37.726238, -122.423552 37.726116, -122.423583 37.726024, -122.423529 37.725894, -122.423135 37.725997, -122.422973 37.725605, -122.423055 37.725584, -122.423028 37.725519, -122.423435 37.725402, -122.423543 37.725663, -122.424135 37.725945, -122.423837 37.726337, -122.423808 37.726238))",1.0
103,21500,5001,60750215005001,8,"POLYGON ((-122.42927 37.747564, -122.429193 37.746763, -122.431412 37.74663, -122.431477 37.747434, -122.42927 37.747564))",1.0
3506,33002,2005,60750330022005,4,"POLYGON ((-122.480918 37.740948, -122.480787 37.739089, -122.481859 37.739042, -122.481989 37.7409, -122.480918 37.740948))",1.0
3513,30900,3001,60750309003001,7,"POLYGON ((-122.467347 37.724283, -122.467264 37.724866, -122.467286 37.725211, -122.467308 37.72557, -122.466284 37.725447, -122.466249 37.724634, -122.466421 37.723939, -122.466688 37.723388, -122.467691 37.723507, -122.467545 37.723836, -122.467347 37.724283))",1.0
3548,25402,1001,60750254021001,9,"POLYGON ((-122.414666 37.738883, -122.414559 37.738881, -122.414613 37.738384, -122.415225 37.738418, -122.415184 37.738933, -122.414666 37.738883))",1.0
32,30700,1011,60750307001011,7,"POLYGON ((-122.449959 37.740447, -122.449896 37.740371, -122.449702 37.740046, -122.449598 37.739726, -122.449566 37.739503, -122.44957 37.739308, -122.450423 37.739338, -122.450438 37.739584, -122.450529 37.739864, -122.450677 37.740087, -122.449959 37.740447))",1.0
30,47802,2001,60750478022001,1,"POLYGON ((-122.496259 37.775764, -122.496115 37.773898, -122.497183 37.773849, -122.497319 37.775715, -122.496259 37.775764))",1.0
3554,17102,3006,60750171023006,8,"POLYGON ((-122.451296 37.766592, -122.450146 37.766729, -122.449958 37.7658, -122.451403 37.765616, -122.452758 37.765443, -122.452947 37.766374, -122.451296 37.766592))",1.0
27,16900,3003,60750169003003,8,"POLYGON ((-122.431114 37.766796, -122.431096 37.766609, -122.431038 37.765996, -122.433255 37.765862, -122.433332 37.766662, -122.431114 37.766796))",1.0
3555,45201,1004,60750452011004,1,"POLYGON ((-122.469227 37.775125, -122.469092 37.773257, -122.470163 37.77321, -122.470298 37.775077, -122.469227 37.775125))",1.0
3557,47902,3003,60750479023003,1,"POLYGON ((-122.507892 37.780721, -122.507836 37.779958, -122.508367 37.779923, -122.509433 37.779851, -122.509593 37.780173, -122.509879 37.780627, -122.507892 37.780721))",1.0
3559,10202,1014,60750102021014,2,"POLYGON ((-122.42017800021833 37.80478999996999, -122.42017800016248 37.80478999969867, -122.42006400041002 37.804234999943624, -122.421715 37.804008, -122.421815 37.804565, -122.42017800021833 37.80478999996999))",1.0
18,12802,1007,60750128021007,2,"POLYGON ((-122.435866 37.798952, -122.435772 37.798487, -122.43742 37.798278, -122.437514 37.798742, -122.435866 37.798952))",1.0
3560,47600,4000,60750476004000,1,"POLYGON ((-122.471989 37.774999, -122.471842 37.775006, -122.471706 37.773141, -122.471762 37.773139, -122.471824 37.773136, -122.472297 37.773114, -122.472435 37.774979, -122.471989 37.774999))",1.0
17,20300,2000,60750203002000,8,"POLYGON ((-122.42756 37.764574, -122.426756 37.764622, -122.426443 37.764642, -122.426293 37.764651, -122.426246 37.763979, -122.426398 37.763949, -122.42652 37.763918, -122.426891 37.763856, -122.42724 37.763798, -122.428575 37.763576, -122.428665 37.764508, -122.42756 37.764574))",1.0
16,26004,2011,60750260042011,11,"POLYGON ((-122.43313 37.715423, -122.433639 37.714752, -122.434492 37.715065, -122.433931 37.715806, -122.43313 37.715423))",1.0
13,31100,4005,60750311004005,7,"POLYGON ((-122.451147 37.731567, -122.451147 37.731537, -122.451147 37.731492, -122.451253 37.731491, -122.452977 37.731486, -122.453331 37.731486, -122.453411 37.731492, -122.453411 37.731531, -122.453411 37.731568, -122.451147 37.731567))",1.0
12,17101,2003,60750171012003,8,"POLYGON ((-122.446241 37.762429, -122.446037 37.762878, -122.445957 37.763091, -122.445845 37.763235, -122.445507 37.763081, -122.445425 37.763091, -122.44548 37.76305, -122.445633 37.762881, -122.445764 37.762756, -122.44596 37.762581, -122.446075 37.76249, -122.446287 37.76231, -122.446241 37.762429))",1.0
11,33201,1005,60750332011005,7,"POLYGON ((-122.478698 37.728211, -122.478698 37.728118, -122.478642 37.72798, -122.478641 37.727531, -122.478599 37.727416, -122.478496 37.727243, -122.478321 37.727085, -122.47812 37.726983, -122.477877 37.726929, -122.476041 37.726898, -122.476043 37.726862, -122.476083 37.725951, -122.475995 37.725706, -122.475818 37.725495, -122.475918 37.725434, -122.47615 37.725436, -122.47635 37.725515, -122.476892 37.725961, -122.477224 37.726062, -122.478091 37.726089, -122.478407 37.726048, -122.478833 37.725892, -122.478781 37.727412, -122.479146 37.727969, -122.478698 37.728211))",1.0
10,26401,1000,60750264011000,10,"POLYGON ((-122.411316 37.714367, -122.411604 37.713697, -122.41202 37.713809, -122.41296 37.714063, -122.413893 37.714315, -122.413601 37.714987, -122.411316 37.714367))",1.0
5,30301,1008,60750303011008,7,"POLYGON ((-122.476583 37.757974, -122.476485 37.756113, -122.4766 37.756108, -122.47662544352487 37.75658602986117, -122.47669899980995 37.757968000009825, -122.476583 37.757974))",1.0
3565,61503,3000,60750615033000,6,"POLYGON ((-122.396705 37.785542, -122.395896 37.784897, -122.395161 37.784311, -122.395703 37.783882, -122.396262 37.783441, -122.396739 37.783818, -122.396992 37.784019, -122.397812 37.784667, -122.396705 37.785542))",1.0
3566,30202,1004,60750302021004,7,"POLYGON ((-122.469531 37.765835, -122.468698 37.765872, -122.468584 37.765874, -122.468579 37.765779, -122.468451 37.763943, -122.469522 37.763896, -122.46965 37.765743, -122.469655 37.765824, -122.469531 37.765835))",1.0
3569,26401,2002,60750264012002,10,"POLYGON ((-122.408603 37.715156, -122.408896 37.714479, -122.411025 37.715057, -122.410738 37.715739, -122.408603 37.715156))",1.0
3570,25702,3005,60750257023005,9,"POLYGON ((-122.407062 37.728059, -122.406565 37.726859, -122.407556 37.726599, -122.408052 37.7278, -122.407062 37.728059))",1.0
3546,25502,2012,60750255022012,11,"POLYGON ((-122.435196 37.7293, -122.435178 37.729203, -122.434915 37.728995, -122.434532 37.728764, -122.434479 37.728732, -122.434414 37.728701, -122.434918 37.728145, -122.434973 37.728171, -122.435025 37.728201, -122.435637 37.728558, -122.43575 37.728671, -122.435196 37.7293))",1.0
50,32801,1008,60750328011008,4,"POLYGON ((-122.478094 37.746685, -122.477967 37.744822, -122.479035 37.744775, -122.479166 37.746638, -122.478094 37.746685))",1.0
3545,25502,2010,60750255022010,11,"POLYGON ((-122.437703 37.72927, -122.437337 37.728966, -122.438635 37.728156, -122.439097 37.728404, -122.437703 37.72927))",1.0
3542,12100,1003,60750121001003,3,"POLYGON ((-122.408595 37.789226, -122.408402 37.788293, -122.410057 37.788082, -122.410242 37.789016, -122.408595 37.789226))",1.0
49,42700,1004,60750427001004,1,"POLYGON ((-122.485011 37.783882, -122.484874 37.782025, -122.485945 37.781975, -122.486089 37.783833, -122.485011 37.783882))",1.0
3516,10101,1006,60750101011006,3,"MULTIPOLYGON (((-122.41604712294362 37.80818403058901, -122.41579152400053 37.80816116942203, -122.415616 37.807276, -122.417261 37.807073, -122.417446 37.808013, -122.41604712294362 37.80818403058901)), ((-122.415802 37.808214, -122.4158004900359 37.80820638523481, -122.4158344005696 37.808210038616494, -122.415802 37.808214)))",1.0
3517,26302,2003,60750263022003,11,"POLYGON ((-122.432166 37.71202, -122.431867 37.711405, -122.432646 37.711758, -122.432315 37.712229, -122.432166 37.71202))",1.0
3518,26303,1004,60750263031004,11,"POLYGON ((-122.44113 37.711211, -122.440598 37.709946, -122.441112 37.709809, -122.441604 37.710998, -122.44166 37.711073, -122.44113 37.711211))",1.0
3519,45100,3001,60750451003001,1,"POLYGON ((-122.463089 37.781145, -122.46227 37.78118, -122.462144 37.781177, -122.462134 37.78104, -122.462018 37.779418, -122.462012 37.779336, -122.462002 37.779187, -122.463076 37.779139, -122.463207 37.781009, -122.463217 37.781147, -122.463089 37.781145))",1.0
43,33204,3007,60750332043007,7,"POLYGON ((-122.483015 37.72045, -122.481354 37.720399, -122.481424 37.719056, -122.483104 37.719109, -122.483059 37.719793, -122.483015 37.72045))",1.0
3521,60702,1004,60750607021004,6,"POLYGON ((-122.401657 37.771817, -122.400804 37.771138, -122.402286 37.76996, -122.402404 37.769866, -122.403038 37.769829, -122.403407 37.769807, -122.403615 37.769893, -122.403878 37.770063, -122.401657 37.771817))",1.0
3522,30500,1008,60750305001008,7,"POLYGON ((-122.454821 37.755547, -122.45425 37.756347, -122.454172 37.756507, -122.454078 37.757027, -122.454027 37.75718, -122.453872 37.757378, -122.453769 37.757468, -122.453617 37.756949, -122.453534 37.756819, -122.453345 37.756698, -122.453512 37.756126, -122.453643 37.755857, -122.454089 37.755285, -122.454154 37.755029, -122.45431 37.754167, -122.45423 37.754062, -122.453411 37.753819, -122.452737 37.753666, -122.45257 37.753542, -122.452977 37.753383, -122.453262 37.753333, -122.453625 37.753371, -122.455537 37.753774, -122.455236 37.754205, -122.455175 37.754337, -122.455125 37.754876, -122.455095 37.754976, -122.455052 37.755116, -122.454821 37.755547))",1.0
42,15900,2004,60750159002004,5,"POLYGON ((-122.430989 37.783508, -122.430913 37.783517, -122.430238 37.783595, -122.430051 37.782672, -122.430718 37.782581, -122.430798 37.78257, -122.430886 37.782558, -122.43099 37.783096, -122.431063 37.783498, -122.430989 37.783508))",1.0
3523,20102,3000,60750201023000,9,"POLYGON ((-122.420482 37.765002, -122.419669 37.765051, -122.419513 37.763429, -122.420433 37.763376, -122.420541 37.764567, -122.420581 37.764996, -122.420482 37.765002))",1.0
41,16400,2002,60750164002002,5,"POLYGON ((-122.437739 37.775, -122.437835 37.774987, -122.438058 37.775917, -122.437935 37.775932, -122.437739 37.775))",1.0
3524,23200,1004,60750232001004,10,"POLYGON ((-122.392408 37.730095, -122.392311 37.730042, -122.391852 37.729786, -122.392415 37.72916, -122.392583 37.729265, -122.392699 37.729284, -122.392408 37.730095))",1.0
39,25702,1006,60750257021006,9,"POLYGON ((-122.405086 37.725915, -122.404586 37.724718, -122.405572 37.724461, -122.406071 37.725658, -122.405086 37.725915))",1.0
3530,25701,1002,60750257011002,9,"POLYGON ((-122.414558 37.729419, -122.415193 37.729223, -122.415781 37.730599, -122.415446 37.730779, -122.415034 37.73092, -122.414558 37.729419))",1.0
3531,12405,3004,60750124053004,5,"POLYGON ((-122.420239 37.781045, -122.418808 37.781236, -122.418709 37.780773, -122.420255 37.780576, -122.420371 37.781036, -122.420239 37.781045))",1.0
38,47903,1002,60750479031002,1,"POLYGON ((-122.50066 37.777435, -122.500515 37.775569, -122.501598 37.77552, -122.501733 37.777385, -122.50066 37.777435))",1.0
3536,10500,2010,60750105002010,3,"POLYGON ((-122.393265 37.794242, -122.393059 37.7941, -122.392795 37.793886, -122.39258200008028 37.7937040000686, -122.39318100009913 37.793230000132425, -122.39381899978355 37.79373800010082, -122.39381899989388 37.793738000188945, -122.393468 37.794363, -122.393265 37.794242))",1.0
3538,21500,3002,60750215003002,8,"POLYGON ((-122.4247 37.743819, -122.424693 37.74373, -122.424849 37.74372, -122.424839 37.743612, -122.424971 37.743604, -122.424932 37.743194, -122.424397 37.743232, -122.424377 37.743031, -122.424754 37.743008, -122.426594 37.742897, -122.42667 37.7437, -122.4247 37.743819))",1.0
34,31402,2002,60750314022002,11,"POLYGON ((-122.46243 37.715737, -122.459055 37.715758, -122.459046 37.714908, -122.462608 37.714884, -122.462615 37.715619, -122.46243 37.715737))",1.0
3539,16000,1003,60750160001003,2,"POLYGON ((-122.422695 37.782648, -122.422598 37.78266, -122.422464 37.782685, -122.422369 37.782219, -122.422485 37.782196, -122.422496 37.782251, -122.422966 37.782191, -122.422956 37.782144, -122.423539 37.78207, -122.423584 37.782293, -122.423656 37.782284, -122.423697 37.782526, -122.422695 37.782648))",1.0
3541,35201,5003,60750352015003,4,"POLYGON ((-122.505534 37.754831, -122.505406 37.752964, -122.506476 37.752917, -122.506605 37.754784, -122.505534 37.754831))",1.0
3543,11800,1002,60750118001002,3,"POLYGON ((-122.406821 37.794198, -122.406643 37.793315, -122.407149 37.793251, -122.4072 37.793524, -122.407231 37.793588, -122.407243 37.793679, -122.407259 37.793867, -122.407294 37.794138, -122.406821 37.794198))",1.0
3306,26004,1009,60750260041009,11,"POLYGON ((-122.439531 37.718484, -122.439469 37.718454, -122.439385 37.718414, -122.438771 37.718119, -122.43964 37.716959, -122.440418 37.717245, -122.44041 37.717327, -122.440141 37.717692, -122.439531 37.718484))",1.0
104,31000,2014,60750310002014,7,"POLYGON ((-122.456537 37.72759, -122.456518 37.727168, -122.456452 37.726755, -122.456422 37.726619, -122.456418 37.726495, -122.456437 37.726277, -122.456582 37.725809, -122.457105 37.726095, -122.457329 37.726187, -122.457271 37.726302, -122.457242 37.726511, -122.457334 37.72696, -122.457368 37.72729, -122.457382 37.727587, -122.456537 37.72759))",1.0
3428,15202,1005,60750152021005,5,"POLYGON ((-122.430168 37.787441, -122.429979 37.786504, -122.431467 37.786315, -122.431552 37.786304, -122.431635 37.786293, -122.431813 37.787231, -122.430168 37.787441))",1.0
3338,22600,2013,60750226002013,10,"POLYGON ((-122.389608 37.761711, -122.389486 37.760435, -122.389594 37.76039, -122.390447 37.760347, -122.390454 37.760424, -122.390573 37.761652, -122.389608 37.761711))",1.0
3339,32700,6001,60750327006001,4,"POLYGON ((-122.49414 37.760945, -122.49401 37.759076, -122.494544 37.759052, -122.494645 37.76048, -122.494667 37.760552, -122.494693 37.760921, -122.49414 37.760945))",1.0
165,32700,1004,60750327001004,4,"POLYGON ((-122.492128 37.764823, -122.491318 37.764863, -122.49119 37.764863, -122.491184 37.764789, -122.491054 37.762948, -122.492127 37.762901, -122.492255 37.764734, -122.492261 37.76482, -122.492128 37.764823))",1.0
3341,25701,3008,60750257013008,9,"POLYGON ((-122.412985 37.729173, -122.41249 37.727972, -122.413475 37.727715, -122.413971 37.728915, -122.412985 37.729173))",1.0
3342,20102,3003,60750201023003,9,"POLYGON ((-122.421712 37.764596, -122.421471 37.764611, -122.421423 37.764118, -122.421363 37.764121, -122.421324 37.763711, -122.421122 37.763723, -122.420864 37.763738, -122.420904 37.764182, -122.4208 37.764189, -122.420831 37.764531, -122.420617 37.764544, -122.420541 37.764567, -122.420433 37.763376, -122.421084 37.763338, -122.421732 37.7633, -122.421853 37.764571, -122.421712 37.764596))",1.0
162,61401,3004,60750614013004,10,"POLYGON ((-122.40087 37.757185, -122.400626 37.754629, -122.401589 37.754571, -122.401833 37.757121, -122.40087 37.757185))",1.0
161,17903,1033,60750179031033,6,"POLYGON ((-122.361364 37.81376, -122.360828 37.814176, -122.360163 37.814604, -122.359727 37.81486, -122.35918100254099 37.815026999222816, -122.3591809766769 37.81502697766936, -122.358993 37.814847, -122.359448 37.814567, -122.360745 37.813768, -122.36164 37.813242, -122.361966 37.813456, -122.361364 37.81376))",1.0
3343,21400,2006,60750214002006,8,"POLYGON ((-122.425331 37.749409, -122.425321 37.749322, -122.425466 37.749314, -122.425435 37.749002, -122.425521 37.748996, -122.426677 37.748927, -122.426659 37.748756, -122.426746 37.74875, -122.42673 37.748519, -122.42695 37.748506, -122.427123 37.748496, -122.4272 37.749296, -122.425331 37.749409))",1.0
160,61501,1008,60750615011008,6,"POLYGON ((-122.398021 37.788556, -122.397035 37.789333, -122.39686 37.789193, -122.396571 37.788963, -122.397532 37.788206, -122.397791 37.788002, -122.398692 37.787292, -122.39879 37.787203, -122.399255 37.787579, -122.398021 37.788556))",1.0
3346,31301,2006,60750313012006,11,"POLYGON ((-122.472547 37.71964, -122.472343 37.719636, -122.471652 37.71964, -122.471632 37.717876, -122.472438 37.717871, -122.472644 37.717853, -122.47263692423502 37.717976320475294, -122.47262999988324 37.718096999646534, -122.47260399994393 37.71857699980056, -122.47257014093844 37.71920844179716, -122.472547 37.71964))",1.0
158,30400,2015,60750304002015,7,"POLYGON ((-122.469444 37.745174, -122.469284 37.745091, -122.469165 37.743336, -122.470235 37.743289, -122.470365 37.745159, -122.469444 37.745174))",1.0
3347,35300,2001,60750353002001,4,"POLYGON ((-122.495109 37.744068, -122.494979 37.742201, -122.496049 37.742152, -122.49618 37.744021, -122.495109 37.744068))",1.0
157,45100,3000,60750451003000,1,"POLYGON ((-122.462002 37.781189, -122.461194 37.781223, -122.461068 37.781227, -122.46106 37.781118, -122.460931 37.779235, -122.462002 37.779187, -122.462012 37.779336, -122.462018 37.779418, -122.462134 37.78104, -122.462144 37.781177, -122.462002 37.781189))",1.0
3349,32801,1000,60750328011000,7,"POLYGON ((-122.476131 37.748643, -122.47613100043364 37.74864299998092, -122.47613100044674 37.74864300017806, -122.47621415566282 37.75036709407597, -122.476131 37.748643))",1.0
155,21400,2008,60750214002008,8,"POLYGON ((-122.424872 37.749437, -122.424777 37.748644, -122.424927 37.748628, -122.425024 37.749428, -122.424872 37.749437))",1.0
154,16900,3000,60750169003000,8,"POLYGON ((-122.43157 37.769307, -122.431357 37.769321, -122.431191 37.767595, -122.432299 37.767528, -122.432464 37.76925, -122.43157 37.769307))",1.0
