,TRACTCE20,BLOCKCE20,GEOID20,sup_dist,geometry,percent
3354,32700,5003,60750327005003,4,"POLYGON ((-122.489591 37.7574, -122.489459 37.755541, -122.490534 37.755493, -122.490664 37.757353, -122.489591 37.7574))",1.0
3355,16602,1000,60750166021000,5,"POLYGON ((-122.448958 37.771669, -122.448768 37.770731, -122.450408 37.770519, -122.4506 37.77146, -122.448958 37.771669))",1.0
149,13300,5005,60750133005005,2,"POLYGON ((-122.456875 37.786928, -122.456685 37.786, -122.456963 37.785964, -122.458062 37.785824, -122.45917899960554 37.78568200005015, -122.45917899961968 37.78568200024591, -122.45925599961255 37.78662299984576, -122.45925599962919 37.7866230000475, -122.456875 37.786928))",1.0
6714,25502,3018,60750255023018,9,"POLYGON ((-122.428038 37.732016, -122.42803800003202 37.732015999967984, -122.42803800018373 37.73201600000029, -122.42803800015174 37.732016000032516, -122.428038 37.732016))",1.0
145,11700,2021,60750117002021,3,"POLYGON ((-122.403869 37.791735, -122.403672 37.790805, -122.404031 37.79076, -122.40422 37.791691, -122.403869 37.791735))",1.0
166,35400,1004,60750354001004,4,"POLYGON ((-122.507031 37.74541, -122.506897 37.743548, -122.507193 37.743535, -122.507443 37.745391, -122.507031 37.74541))",1.0
144,12405,1000,60750124051000,5,"POLYGON ((-122.414683 37.781759, -122.413866 37.781863, -122.413676 37.780927, -122.414484 37.780824, -122.415316 37.780719, -122.415505 37.781654, -122.414683 37.781759))",1.0
3336,61501,2000,60750615012000,6,"POLYGON ((-122.399798 37.788007, -122.399255 37.787579, -122.399975 37.787011, -122.400503 37.78745, -122.399798 37.788007))",1.0
3334,32902,3002,60750329023002,4,"POLYGON ((-122.488143 37.751854, -122.487996 37.74999, -122.489066 37.749943, -122.489194 37.751807, -122.488143 37.751854))",1.0
183,30400,2010,60750304002010,7,"POLYGON ((-122.465396 37.746851, -122.465027 37.746863, -122.464683 37.746813, -122.464177 37.746404, -122.464606 37.746063, -122.464736 37.745977, -122.464932 37.745917, -122.465121 37.745906, -122.465307 37.745939, -122.465404 37.745978, -122.465487 37.746354, -122.465608 37.746754, -122.465563 37.746812, -122.465396 37.746851))",1.0
3307,17602,2001,60750176022001,6,"POLYGON ((-122.407483 37.783529, -122.407185 37.783292, -122.407871 37.782751, -122.407696 37.782612, -122.409245 37.781398, -122.409693 37.781754, -122.407483 37.783529))",1.0
3308,17700,2003,60750177002003,6,"POLYGON ((-122.416576 37.773906, -122.417451 37.773135, -122.41803 37.773474, -122.417649 37.773842, -122.417187 37.774226, -122.417104 37.774325, -122.416576 37.773906))",1.0
3311,25501,2006,60750255012006,11,"POLYGON ((-122.438792 37.727211, -122.439617 37.725965, -122.440517 37.726447, -122.439681 37.72769, -122.438792 37.727211))",1.0
3312,26202,2004,60750262022004,11,"POLYGON ((-122.450005 37.71172, -122.449416 37.712182, -122.449372 37.712112, -122.448775 37.711633, -122.448863 37.711614, -122.450138 37.710609, -122.450774 37.711118, -122.450005 37.71172))",1.0
3313,13001,1008,60750130011008,2,"POLYGON ((-122.425437 37.797408, -122.42525 37.796481, -122.426893 37.796272, -122.42708 37.7972, -122.425437 37.797408))",1.0
182,25501,1004,60750255011004,11,"POLYGON ((-122.438763 37.725508, -122.438096 37.725151, -122.437934 37.725094, -122.438272 37.724469, -122.438684 37.723809, -122.439339 37.724159, -122.439326 37.724409, -122.439291 37.724539, -122.43922 37.724668, -122.438763 37.725508))",1.0
178,15801,3004,60750158013004,5,"POLYGON ((-122.433596 37.779355, -122.433407 37.778422, -122.433869 37.778363, -122.435052 37.778213, -122.435241 37.779145, -122.433596 37.779355))",1.0
3318,17804,4001,60750178044001,6,"POLYGON ((-122.403883 37.779005, -122.402841 37.779829, -122.402658 37.779683, -122.402518 37.779572, -122.402487 37.779547, -122.402377 37.779459, -122.404606 37.7777, -122.405069 37.778069, -122.403883 37.779005))",1.0
177,32802,1002,60750328021002,4,"POLYGON ((-122.481832 37.754004, -122.481702 37.75214, -122.48277 37.752093, -122.482899 37.753957, -122.481832 37.754004))",1.0
176,25501,1005,60750255011005,11,"POLYGON ((-122.440024 37.725059, -122.439978 37.725032, -122.439905 37.725, -122.439843 37.72497, -122.439795 37.724946, -122.439743 37.724927, -122.439685 37.724901, -122.439669 37.724894, -122.43961 37.724863, -122.439528 37.724819, -122.439478 37.724794, -122.439433 37.724755, -122.439383 37.72473, -122.439328 37.724714, -122.439278 37.724693, -122.43922 37.724668, -122.439291 37.724539, -122.439326 37.724409, -122.439339 37.724159, -122.440317 37.724681, -122.440125 37.725109, -122.440024 37.725059))",1.0
3321,16300,2006,60750163002006,5,"POLYGON ((-122.427631 37.774858, -122.427546 37.774388, -122.429178 37.774181, -122.429273 37.774649, -122.427631 37.774858))",1.0
175,22901,2009,60750229012009,9,"POLYGON ((-122.412618 37.748883, -122.412619 37.748856, -122.412614 37.748795, -122.412615 37.748749, -122.412615 37.748689, -122.412614 37.748639, -122.412611 37.748573, -122.412603 37.748526, -122.412602 37.748468, -122.412597 37.748409, -122.412589 37.748322, -122.413536 37.748304, -122.413673 37.748297, -122.413725 37.74884, -122.412618 37.748883))",1.0
3322,16300,1001,60750163001001,5,"POLYGON ((-122.426452 37.777388, -122.426359 37.77693, -122.428008 37.77672, -122.428101 37.777178, -122.426452 37.777388))",1.0
3323,13300,1008,60750133001008,2,"POLYGON ((-122.450832 37.790399, -122.450655 37.789518, -122.452302 37.789308, -122.45248 37.790189, -122.450832 37.790399))",1.0
3325,12405,1006,60750124051006,5,"POLYGON ((-122.415127 37.779789, -122.415052 37.778949, -122.41497 37.778862, -122.41497000014996 37.778861999981, -122.4149700002348 37.77886200003368, -122.41658000000761 37.77865800003752, -122.416768 37.779584, -122.415127 37.779789))",1.0
3327,47801,1004,60750478011004,1,"POLYGON ((-122.492903 37.774045, -122.492761 37.772179, -122.493832 37.77213, -122.493968 37.773996, -122.492903 37.774045))",1.0
3330,25702,2012,60750257022012,9,"POLYGON ((-122.405589 37.729777, -122.405091 37.728574, -122.406081 37.728315, -122.406578 37.729518, -122.405589 37.729777))",1.0
170,10202,2003,60750102022003,2,"POLYGON ((-122.422007 37.805497, -122.421919 37.805069, -122.421815 37.804565, -122.422536 37.804473, -122.423466 37.804355, -122.423655 37.805287, -122.422007 37.805497))",1.0
3331,33001,3008,60750330013008,4,"POLYGON ((-122.49424 37.740359, -122.493775 37.74038, -122.493651 37.738621, -122.493668 37.738519, -122.493966 37.738506, -122.494024 37.738503, -122.494083 37.7385, -122.49411 37.738499, -122.494181 37.738496, -122.494253 37.738493, -122.494261 37.738595, -122.494404 37.740352, -122.49424 37.740359))",1.0
169,33203,2010,60750332032010,7,"POLYGON ((-122.48161 37.716191, -122.481632 37.71574, -122.481647 37.715438, -122.483314 37.715491, -122.483275 37.716246, -122.48161 37.716191))",1.0
3335,60100,2035,60750601002035,2,"POLYGON ((-122.449309 37.797468, -122.449582 37.797433, -122.44981 37.797434, -122.450067 37.79744, -122.450354 37.797472, -122.450642 37.797544, -122.450995 37.797651, -122.451217 37.797688, -122.451471 37.798028, -122.451629 37.798251, -122.451792 37.798464, -122.451919 37.798615, -122.452111 37.798802, -122.452379 37.799018, -122.452608 37.799183, -122.452415 37.79929, -122.452294 37.799333, -122.452149 37.799366, -122.451973 37.799359, -122.451797 37.79931, -122.451672 37.79923, -122.451571 37.799145, -122.451217 37.798571, -122.451098 37.79848, -122.450935 37.798424, -122.450832 37.798385, -122.450619 37.798305, -122.449604 37.797929, -122.449312 37.797822, -122.449117 37.797713, -122.448997 37.797607, -122.448976 37.797558, -122.449309 37.797468))",1.0
3429,13102,1001,60750131021001,2,"POLYGON ((-122.427983 37.793307, -122.427804 37.792425, -122.429447 37.792217, -122.429625 37.793098, -122.427983 37.793307))",1.0
3360,15701,1004,60750157011004,1,"POLYGON ((-122.448274 37.780508, -122.44818 37.780048, -122.448098 37.779651, -122.448835 37.779558, -122.449011 37.780415, -122.448274 37.780508))",1.0
140,21700,3008,60750217003008,8,"POLYGON ((-122.435614 37.738597, -122.435066 37.738839, -122.43483 37.738943, -122.434723 37.738916, -122.434571 37.738758, -122.434626 37.73829, -122.435089 37.737902, -122.435853 37.737692, -122.436284 37.737324, -122.436135 37.738367, -122.435614 37.738597))",1.0
3401,60701,2012,60750607012012,6,"POLYGON ((-122.391156 37.7706, -122.391101 37.769655, -122.392735 37.769578, -122.392845 37.770459, -122.391156 37.7706))",1.0
3402,16000,2005,60750160002005,2,"POLYGON ((-122.42081000002821 37.78241699999642, -122.42080999999915 37.78241699985538, -122.42073800002912 37.78205300001029, -122.42073454289512 37.782046085790235, -122.420689 37.781955, -122.422287 37.781752, -122.422293 37.78184, -122.422369 37.782219, -122.42081000002821 37.78241699999642))",1.0
3405,20300,2003,60750203002003,8,"POLYGON ((-122.4317 37.764324, -122.431545 37.762703, -122.432124 37.762668, -122.43228 37.764289, -122.4317 37.764324))",1.0
3406,33002,3007,60750330023007,4,"POLYGON ((-122.484003 37.738947, -122.482933 37.738994, -122.482858 37.737914, -122.482827 37.737469, -122.483244 37.737463, -122.483971 37.737387, -122.484296 37.737194, -122.48495 37.737117, -122.484992 37.737722, -122.485074 37.7389, -122.484003 37.738947))",1.0
3407,21200,3002,60750212003002,8,"POLYGON ((-122.440897 37.754493, -122.440768 37.754609, -122.44045 37.755065, -122.440345 37.755228, -122.440033 37.755229, -122.439949 37.75517, -122.439855 37.754165, -122.44093 37.754102, -122.441076 37.754178, -122.440897 37.754493))",1.0
120,60100,2061,60750601002061,2,"POLYGON ((-122.460153 37.799795, -122.459577 37.799488, -122.460014 37.798929, -122.460708 37.799265, -122.460249 37.79988, -122.460153 37.799795))",1.0
3410,31201,1005,60750312011005,11,"POLYGON ((-122.455127 37.721849, -122.455118 37.720036, -122.456133 37.720033, -122.456141 37.721846, -122.455127 37.721849))",1.0
3411,26003,1008,60750260031008,11,"POLYGON ((-122.427645 37.721258, -122.426831 37.720868, -122.427993 37.719325, -122.428805 37.719712, -122.427645 37.721258))",1.0
3413,15300,2006,60750153002006,2,"POLYGON ((-122.441916 37.7869, -122.441726 37.785968, -122.44337 37.785759, -122.44356 37.786691, -122.441916 37.7869))",1.0
112,15802,2002,60750158022002,5,"POLYGON ((-122.435052 37.778213, -122.435 37.777953, -122.435241 37.777926, -122.435219 37.777817, -122.43556 37.777774, -122.43554 37.777672, -122.436009 37.777612, -122.43603 37.777714, -122.436503 37.777654, -122.43662 37.777631, -122.436637 37.777713, -122.436697 37.778006, -122.435052 37.778213))",1.0
111,17801,1002,60750178011002,6,"POLYGON ((-122.40325 37.782831, -122.402708 37.783259, -122.401696 37.782453, -122.401989 37.782222, -122.402849 37.781547, -122.403328 37.781929, -122.404404 37.781077, -122.404933 37.7815, -122.40325 37.782831))",1.0
3416,33001,1001,60750330011001,4,"POLYGON ((-122.482235 37.735387, -122.481527 37.735203, -122.481487 37.734537, -122.481897 37.734519, -122.482021 37.734513, -122.48211 37.734509, -122.482351 37.734497, -122.482406 37.735412, -122.482235 37.735387))",1.0
110,30800,1003,60750308001003,7,"POLYGON ((-122.464737 37.743659, -122.464838 37.742793, -122.464858 37.742658, -122.464918 37.742507, -122.464994 37.74241, -122.466123 37.741044, -122.466581 37.74128, -122.466682 37.741313, -122.466715 37.741324, -122.466722 37.741422, -122.465807 37.743574, -122.464737 37.743659))",1.0
109,32801,1005,60750328011005,4,"POLYGON ((-122.47613100043363 37.74864299998093, -122.4760554660264 37.74750694467122, -122.476007 37.746778, -122.477024 37.746733, -122.477154 37.748598, -122.47613100043363 37.74864299998093))",1.0
3417,33002,1003,60750330021003,4,"POLYGON ((-122.478905 37.742909, -122.478774 37.741043, -122.479848 37.740995, -122.479978 37.742862, -122.478905 37.742909))",1.0
107,35101,3001,60750351013001,4,"POLYGON ((-122.496284 37.76085, -122.496152 37.758981, -122.497222 37.758934, -122.497353 37.760803, -122.496284 37.76085))",1.0
3422,60702,1009,60750607021009,6,"POLYGON ((-122.402404 37.769866, -122.402073 37.769885, -122.401993 37.769029, -122.401962 37.768706, -122.402223 37.76869, -122.402927 37.768648, -122.403022 37.769657, -122.403038 37.769829, -122.402404 37.769866))",1.0
3424,23400,1001,60750234001001,10,"POLYGON ((-122.393941 37.726287, -122.393595 37.726994, -122.393508 37.726944, -122.393389 37.726876, -122.392235 37.726222, -122.392792 37.725604, -122.393359 37.724974, -122.39398 37.725326, -122.394168 37.725436, -122.394276 37.725503, -122.393941 37.726287))",1.0
3426,16900,3002,60750169003002,8,"POLYGON ((-122.432299 37.767528, -122.431191 37.767595, -122.431114 37.766796, -122.433332 37.766662, -122.433408 37.767462, -122.432299 37.767528))",1.0
105,47902,2000,60750479022000,1,"POLYGON ((-122.498801 37.781377, -122.49877 37.780943, -122.49874 37.780529, -122.498714 37.780167, -122.498669 37.779507, -122.498781 37.779508, -122.499618 37.779478, -122.499735 37.779467, -122.499871 37.781327, -122.498801 37.781377))",1.0
3427,13300,5004,60750133005004,2,"POLYGON ((-122.455236 37.787137, -122.45505 37.786209, -122.455865 37.786105, -122.456685 37.786, -122.456875 37.786928, -122.455236 37.787137))",1.0
3399,20900,4000,60750209004000,9,"POLYGON ((-122.418748 37.755437, -122.418594 37.753837, -122.419705 37.75377, -122.419858 37.755366, -122.418748 37.755437))",1.0
141,30800,4010,60750308004010,7,"POLYGON ((-122.469975 37.739564, -122.469947 37.738933, -122.469852 37.738685, -122.469667 37.738505, -122.470597 37.737665, -122.470963 37.737649, -122.471067 37.739132, -122.471094 37.739515, -122.469975 37.739564))",1.0
3397,30102,4001,60750301024001,8,"POLYGON ((-122.453516 37.764395, -122.453115 37.762362, -122.453745 37.761879, -122.45401 37.762668, -122.45418 37.763912, -122.454217 37.764311, -122.453516 37.764395))",1.0
3392,17000,3004,60750170003004,8,"POLYGON ((-122.440168 37.762187, -122.440221 37.762777, -122.440285 37.763493, -122.440293 37.763566, -122.440329 37.7636, -122.440251 37.763609, -122.44019 37.763605, -122.440103 37.763579, -122.440053 37.763556, -122.439997 37.763548, -122.439934 37.763547, -122.439874 37.763539, -122.439812 37.763529, -122.439763 37.763504, -122.439715 37.763479, -122.439656 37.763485, -122.43961 37.763488, -122.439491 37.762227, -122.440168 37.762187))",1.0
3366,21100,2003,60750211002003,8,"POLYGON ((-122.427023 37.753326, -122.426478 37.75336, -122.426333 37.751771, -122.427437 37.751705, -122.427503 37.75245, -122.427583 37.753292, -122.427023 37.753326))",1.0
3367,42601,2007,60750426012007,1,"POLYGON ((-122.480725 37.784077, -122.48059 37.782212, -122.48166 37.78216, -122.481791 37.784028, -122.480725 37.784077))",1.0
3368,21600,2005,60750216002005,8,"POLYGON ((-122.446841 37.746722, -122.446648 37.74676, -122.444857 37.747025, -122.444853 37.746992, -122.444847 37.746945, -122.444838 37.74692, -122.444783 37.746771, -122.444603 37.746683, -122.444556 37.746687, -122.444095 37.746722, -122.443961 37.746765, -122.443948 37.746698, -122.443872 37.746627, -122.443708 37.746541, -122.44353 37.746503, -122.443402 37.746496, -122.4434 37.746457, -122.443374 37.745898, -122.443679 37.745894, -122.444251 37.746117, -122.444368 37.746163, -122.444694 37.746228, -122.445054 37.746168, -122.445197 37.746094, -122.445536 37.746223, -122.446034 37.746231, -122.44648 37.746182, -122.446853 37.746123, -122.447285 37.746055, -122.447375 37.746482, -122.447399 37.746596, -122.446841 37.746722))",1.0
139,18000,1006,60750180001006,6,"POLYGON ((-122.393857 37.777977, -122.394549 37.778531, -122.394609 37.778579, -122.394289 37.778833, -122.393537 37.77823, -122.393857 37.777977))",1.0
3371,980900,1034,60759809001034,10,"POLYGON ((-122.398204 37.744694, -122.397609 37.74535, -122.395937 37.744399, -122.39585 37.744349, -122.395776 37.744307, -122.395734 37.744283, -122.39567 37.74425, -122.396284 37.743627, -122.396309 37.743641, -122.396359 37.74367, -122.396411 37.7437, -122.396526 37.743766, -122.397749 37.744469, -122.398231 37.743945, -122.398747 37.744096, -122.398204 37.744694))",1.0
137,61507,1014,60750615071014,6,"POLYGON ((-122.394276 37.789926, -122.393461 37.789275, -122.392723 37.788687, -122.393306 37.788226, -122.393597 37.787996, -122.394324 37.788575, -122.395151 37.789235, -122.394276 37.789926))",1.0
136,60703,3007,60750607033007,6,"POLYGON ((-122.399309 37.773473, -122.399159 37.773352, -122.399075 37.773284, -122.398742 37.773016, -122.398585 37.77289, -122.398355 37.772709, -122.398387 37.772661, -122.39846 37.77255, -122.398493 37.772462, -122.398587 37.772575, -122.398765 37.772748, -122.399015 37.772961, -122.39925 37.773145, -122.399276 37.773166, -122.399423 37.773279, -122.399616 37.773429, -122.399516 37.773507, -122.399501 37.773519, -122.399433 37.773573, -122.399309 37.773473))",1.0
3376,21400,2002,60750214002002,8,"POLYGON ((-122.425578 37.750198, -122.425549 37.750113, -122.425498 37.74958, -122.42536 37.749589, -122.425351 37.749497, -122.425331 37.749409, -122.4272 37.749296, -122.427277 37.750097, -122.425578 37.750198))",1.0
3377,21300,2005,60750213002005,8,"POLYGON ((-122.443255 37.750769, -122.443103 37.750771, -122.443253 37.750164, -122.443276 37.750076, -122.443421 37.750099, -122.443255 37.750769))",1.0
3378,980900,1019,60759809001019,10,"POLYGON ((-122.390489 37.746792, -122.390107 37.746818, -122.388546 37.746927, -122.38851 37.746907, -122.387997 37.746619, -122.389193 37.745298, -122.391057 37.746362, -122.390711 37.74675, -122.390635 37.746835, -122.390489 37.746792))",1.0
3379,47902,1008,60750479021008,1,"POLYGON ((-122.503881 37.777287, -122.504952 37.777239, -122.50509 37.77916, -122.505011 37.779096, -122.504018 37.779169, -122.503881 37.777287))",1.0
